CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4
Santa Clarita,Valencia Boulevard and McBean Parkway,Los Angeles,CA,US,2020-05-05,at least 200; more than 300,200,,300,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.dailynews.com/2020/05/05/coronavirus-crowds-rally-in-santa-clarita-heat-to-urge-end-to-safer-at-home-rules/,https://signalscv.com/2020/05/hundreds-rally-to-reopen-california-in-valencia/,,,
Schenectady,General Electric,Schenectady,NY,US,2020-05-05,,,,,,,IUE-CWA,"against job cuts, against offshoring",0,protest,0,0,0,0,1,1,,https://www.timesunion.com/business/article/GE-cuts-aviation-jobs-as-unions-protest-during-15248793.php,,,,
Athens,Ohio University,Athens,OH,US,2020-05-06,more than 150,150,,150,,,American Association of University Professors,against layoffs at Ohio University,0,car protest,0,0,0,0,1,1,,https://www.chillicothegazette.com/story/news/2020/05/04/ou-professors-protest-layoffs-140-university-employees/3077747001/,https://www.athensnews.com/news/campus/ou-union-workers-faculty-students-join-to-protest-layoffs-administration/article_c2181d5a-8fe6-11ea-8062-f7ac4e715c3a.html,,,
Atlanta,Georgia State Capitol,Fulton,GA,US,2020-05-06,,,,,,,general protestors,"against racism, against police violence, for justice for Ahmaud Arbery",1,protest,0,0,0,0,1,1,,https://www.11alive.com/article/news/state/ahmaud-arbery-killing-atlanta-protest/85-a11dd6b9-84b3-4743-a486-b21b8836b683,,,,
Brunswick,,Glynn,GA,US,2020-05-06,,,,,,,community protestors,"against racism, against police violence, for justice for Ahmaud Arbery",1,protest,0,0,0,0,1,1,,https://www.macon.com/news/state/georgia/article242552716.html,,,,
Centreville,County Board of Education building,Queen Anne's,MD,US,2020-05-06,nearly 60,60,,60,,,parents and students,protest lack of school graduation ceremony due to coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://www.myeasternshoremd.com/emergency_notice/parents-students-protest-virtual-only-graduation/article_ab2762fe-9c70-54a7-a2fa-db6f08a8bfb7.html,,,,
Marion,Marion Correctional Institution,,OH,US,2020-05-06,,,,,,,inmates,for stronger measures to prevent spread of COVID-19 in prison,0,hunger strike,0,0,0,0,1,1,,https://twitter.com/iheartpaps/status/1258075499676479490,,,,
Monticello,Sullivan County Government Center,Sullivan,NY,US,2020-05-06,a handful,5,,5,,,moms and local parents,protest new county attorney,0,protest,0,0,0,0,1,1,,https://www.recordonline.com/news/20200504/moms-plan-protest-of-judge-appointed-as-county-attorney,"https://riverreporter.com/stories/parents-protest-mcguires-appointment-as-sullivan-county-attorney,37254",,,
Nashville,Courthouse,Davidson,TN,US,2020-05-06,dozens,24,,24,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.wkrn.com/community/health/coronavirus/dozens-of-downtown-nashville-employees-protest-safer-at-home-order/,,,,
Odessa,Sheriff's house,Ector,TX,US,2020-05-06,,,,,,,Open Texas,protest shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.newswest9.com/article/news/local/ector-county-sheriffs-office-receives-hundreds-of-threats-following-arrest-of-protestors/513-5fddba7f-497f-423f-8846-007418bd4b11,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2020-05-06,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Richmond,,Richmond,VA,US,2020-05-06,,,,,,,general protestors,protest shutdown due to Covid 19,2,car protest,0,0,0,0,1,1,,https://www.nbc12.com/2020/05/05/rally-reopen-virginia-planned-wednesday/,,,,
Utica,Utica Memorial Parkway and Genesee Street,Oneida,NY,US,2020-05-06,more than 50,50,,50,,,nurses,against layoffs of nurses during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.uticaod.com/news/20200506/st-elizabeth-nurses-protest-layoffs-as-unsafe,,,,
West Columbia,House of Raeford chicken plant,Lexington,SC,US,2020-05-06,about 20,20,,20,,,chicken processing plant employees,for safer workplace conditions for chicken processors during COVID-19 pandemic,1,walk out,0,0,0,0,1,1,,https://www.wltx.com/article/news/health/coronavirus/workers-walk-off-job-protest-conditions-westcolumbia-houseofreaford-chickenplant-southcarolina-coronavirus/101-c6ddee3d-4284-451d-9f39-d6fd81807f50,,,,
Augusta,Blaine House,Kennebec,ME,US,2020-05-07,,,,,,,general protestors,for universal healthcare for Mainers during coronavirus pandemic,1,car protest,0,0,0,0,1,1,,https://mainebeacon.com/mainers-rally-in-their-cars-outside-blaine-house-for-universal-health-care/,,,,
Columbia,Daniel Boone City Building,Boone,MO,US,2020-05-07,around 75,75,,75,,,general protestors,protest shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.columbiamissourian.com/news/covid19/crowd-rallies-to-protest-local-businesses-remaining-closed/article_7a0ad958-90a4-11ea-b178-ebded9b48621.html,,,,
Detroit,outside Archdiocese of Detroit,Wayne,MI,US,2020-05-07,about 50,50,,50,,,Catholic parishioners,seek reopening of Catholic church during coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://www.detroitnews.com/story/news/local/detroit-city/2020/05/07/catholic-protesters-demand-detroit-archdiocese-reopen-churches-mass/5176687002/,,,,
Indianapolis,City-County Building to Monument Circle,Marion,IN,US,2020-05-07,about 200,200,,200,,,general protesters,"against racism, against police violence",1,protest,0,0,0,0,1,1,,https://www.indystar.com/story/news/local/indianapolis/2020/05/07/facebook-live-police-shooting-indianapolis-residents-protest/3088047001/,,,,
Los Angeles,San Pedro; LA Port Administration Building,Los Angeles,CA,US,2020-05-07,more than 30,30,,30,,,truck drivers,protest dangerous work conditions due to Covid-19; lack of PPE,0,caravan,0,0,0,0,1,1,,https://www.dailybreeze.com/2020/05/07/los-angeles-and-long-beach-port-drivers-protest-for-safer-working-conditions-amid-coronavirus/,,,,
New York,Jeff Bezos' penthouse; Manhattan,New York,NY,US,2020-05-07,,,,,,,Amazon employees,seek extension of unlimited unpaid time policy for Amazon workers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://twitter.com/nychange/status/1258422865176731648,,,,
Owosso,Karl Manke's barber shop,Shiawassee,MI,US,2020-05-07,more than two dozen,24,,24,,,general protestors,support barber who kept shop open during shutdown due to coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://www.mlive.com/news/flint/2020/05/supporters-rally-around-owosso-barber-who-refuses-to-close-shop.html,,,,
Palo Alto,Stanford Hospital,Santa Clara,CA,US,2020-05-07,,,,,,,Service Employees International Union; healthcare workers,protest pay cuts at hospital due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.kron4.com/news/stanford-health-care-workers-protest-hospitals-decision-to-cut-pay-by-20/,,,,
Providence,Groden Center on Mount Hope Avenue,Providence,RI,US,2020-05-07,estimated at 40,40,,40,,,employees who work with autistic youth,protest dangerous work conditions during pandemic,1,car protest,0,0,0,0,1,1,,https://www.providencejournal.com/news/20200507/groden-center-workers-protest-for-hazard-pay,,,,
Santee,Food 4 Less,San Diego,CA,US,2020-05-07,,2,,2,,,local couple,protest stay-at-home orders due to Covid-19,2,demonstration,0,0,0,0,1,1,,https://www.dailymail.co.uk/news/article-8303263/Couple-wear-masks-SWASTIKAS-grocery-shopping-California.html,https://www.dailydot.com/irl/california-swastika-face-masks/,,Wore face masks with swastikas,
Springfield,Mercy Medical Center,Hampden,MA,US,2020-05-07,,,,,,,Massachusetts Nurses Association,protest discontinuation of inpatient psychiatric services,0,protest,0,0,0,0,1,1,,https://www.gazettenet.com/Nurses-community-protest-bed-closure-at-Providence-Hospital-in-Holyoke-34252974,,,,
Saint Louis,SLU Hospital,St. Louis City,MO,US,2020-05-07,,,,,,,Service Employees International Union; healthcare workers,against dangerous work conditions and low pay for healthcare workers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.kmov.com/news/union-healthcare-workers-protest-for-hazard-pay-and-lack-of-ppe/article_06247eea-90a4-11ea-aa51-a3552c904a65.html,,,,
Trenton,Statehouse,Mercer,NJ,US,2020-05-07,dozens,24,,24,,,general protestors,protest shutdown due to Covid-19,2,rally,0,0,0,0,1,1,,https://nam10.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D3uQ3ybmAz_g&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cf43d629b452a4a60782e08d7f302fb87%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C637245066453834240&sdata=BTR6lFuO7HfIaNosDsr3WWeav1%2B7T%2FnIOl4u85vdPXQ%3D&reserved=0,https://nj1015.com/murphy-slams-demonstrators-who-call-pandemic-orders-fascism/,,,
Tyler,Tyler Square,Smith ,TX,US,2020-05-07,,,,,,,East Texas Freedom Coalition,protest shutdown due to coronavirus pandemic,2,rally; picnic,0,0,0,0,1,1,,https://tylerpaper.com/news/local/east-texas-freedom-coalition-holds-open-texas-protest-on-the-square/article_c6f7ad32-93c8-11ea-8583-d7519d91075b.html,,,,
Victoria,Memorial Stadium,Victoria,TX,US,2020-05-07,,,,,,,high school students,protest lack of graduation high school ceremony due to coronavirus pandemic,2,protest,,,,,1,1,,https://www.victoriaadvocate.com/covid-19/students-to-hold-protest-over-plans-for-virtual-graduation/article_9e400106-8c01-11ea-8aa3-733318a024a3.html,https://www.victoriaadvocate.com/covid-19/graduation-protest-moved-to-thursday/article_aa30b236-8e21-11ea-a98d-37c58aeaff11.html,,Possibly canceled,
Washington,White House,DC,DC,US,2020-05-07,,,,,,,National Nurses United,protest lack of personal protective equipment for nurses during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://keyt.com/news/politics/2020/05/07/nurses-head-to-the-white-house-to-protest-lack-of-protective-equipment/,,,,
Atlanta,Carver Market,Fulton,GA,US,2020-05-08,,,,,,,local runners ,"against racism, for justice for Ahmaud Arbery",1,rally; run,0,0,0,0,1,1,,https://www.youtube.com/watch?v=7W5N5QlZLAY,,,,
Baldwin,North Lake Correctional Facility,,MI,US,2020-05-08,more than 100,100,,100,,,inmates,for stronger protections against COVID-19 in ICE detention facility,0,hunger strike,0,0,0,0,1,1,,https://www.interlochenpublicradio.org/post/immigrant-prison-baldwin-gets-california-inmates-some-prisoners-go-covid-19-hunger-strike,,,,
Baltimore,Mayor's house,Baltimore,MD,US,2020-05-08,about 40,40,,40,,,homeless people and advocates,seek better protections for homeless community during COVID-19 pandemic,1,protest,0,0,0,0,1,1,,https://baltimorebrew.com/2020/05/08/protesters-gather-outside-mayor-youngs-residence-on-behalf-of-the-homeless/,,,,
Brunswick,Glynn County Courthouse,Glynn,GA,US,2020-05-08,hundreds; several hundred,200,,300,,,community protestors,"against racism, for justice for Ahmaud Arbery",1,rally,0,0,0,0,1,1,,https://www.news4jax.com/news/local/2020/05/07/activists-plan-protest-over-handling-of-ahmaud-arbery-killing-jogger-gunned-down-in-georgia/,https://www.wtkr.com/news/georgia-officials-examine-threats-to-arbery-case-protesters,https://www.firstcoastnews.com/article/news/crime/this-is-history-ahmaud-arberys-family-rallies-with-community-leaders-at-brunswick-courthouse/77-a09ca721-8f15-49b0-ba61-83c416da8221,,
Cape May,COHO Brewing Company,Cape May,NJ,US,2020-05-08,about 25,25,,25,,,general protestors,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.pressofatlanticcity.com/news/local/gop-legislators-call-for-timeline-to-reopen-economy-in-cape-rally/article_f4262d2f-8c14-52b2-9cf9-bd9f0bce1fb9.html,,,,
Charlottesville,Cherry Avenue Shopping Center,Charlottesville,VA,US,2020-05-08,,,,,,,general protestors,"against racism, for justice for Ahmaud Arbery",1,rally; run,0,0,0,0,1,1,,https://www.cbs19news.com/story/42109427/charlottesville-runs-with-maud-to-protest-for-justice-in-ahmaud-arberys-death,,,,
Des Moines,"Forest Ave library, loop back to Forest Ave",Polk,IA,US,2020-05-08,nearly three dozen,36,,36,,,runners,"against racism, for justice for Ahmaud Arbery",1,run,0,0,0,0,1,1,,https://www.desmoinesregister.com/story/news/2020/05/08/iowans-runwithmaud-des-moines-community-shows-solidarity-georgia-man-fatally-shot-ahmaud-arbery/3095380001/,,,,
El Paso,Las Palmas Medical Center,El Paso,TX,US,2020-05-08,,,,,,,nurses,protest lack of personal protective equipment during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.elpasotimes.com/story/news/local/el-paso/2020/05/08/nurses-protest-las-palmas-hospital-denies-retaliation-against-rn-over-covid-19-equipment-concerns/3101634001/,,,,
Jacksonville,Duval County Courthouse,Duval,FL,US,2020-05-08,about 150,150,,150,,,Northside Coalition,"against racism, for justice for Ahmaud Arbery",1,rally,0,0,0,0,1,1,,https://www.news4jax.com/news/local/2020/05/07/activists-plan-protest-over-handling-of-ahmaud-arbery-killing-jogger-gunned-down-in-georgia/,https://www.firstcoastnews.com/gallery/news/local/more-than-150-people-gather-at-duval-county-courthouse-to-protest-the-death-of-ahmaud-arbery/77-f219428c-48bb-43c8-9383-987954ca4e90,,,
Minneapolis,,Hennepin,MN,US,2020-05-08,,,,,,,parents and students,protest school redistricting plan,0,car protest,0,0,0,0,1,1,,https://www.startribune.com/parents-of-minneapolis-public-school-students-stage-a-car-protest-over-redistricting-plan/570339531/,,,,
Naches,Allan Brothers Fruit,,WA,US,2020-05-08,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Newport News,Monitor-Merrimac Overlook Park,Newport News,VA,US,2020-05-08,over a dozen,12,,12,,,runners,"against racism, for justice for Ahmaud Arbery",1,run,0,0,0,0,1,1,,https://www.dailypress.com/news/dp-nw-arbery-run-with-maud-20200508-232nh772tvbfxn5krlbhyztm5i-story.html,,,,
Pensacola,Pensacola Beach,Escambia,FL,US,2020-05-08,NA,1,,1,,,local lawyer,against opening local beaches during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.pnj.com/story/news/2020/05/08/coronavirus-florida-grim-reaper-brings-his-protest-pensacola-beach/3094886001/,,,,
Philadelphia,City Hall; near Dilworth Park,Philadelphia,PA,US,2020-05-08,about 20 cars; dozens; about 15,15,,24,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,20200508-philly-covid,https://www.inquirer.com/news/philadelphia/coronavirus-rally-reopen-philadelphia-city-hall-jim-kenney-20200506.html,https://apnews.com/6bcfc07dcbe6dcc5ae43811d28b52abd,https://www.phillytrib.com/news/health/coronavirus/car-bound-protesters-call-for-plan-to-reopen-philadelphia/article_968500f3-6415-5292-b238-b7a933a6370e.html,,
Philadelphia,City Hall; near Dilworth Park,Philadelphia,PA,US,2020-05-08,,,,,,,general protestors,support stay-at-home measures during coronavirus pandemic,1,counter-protest,0,0,0,0,0,1,20200508-philly-covid,https://www.bizjournals.com/philadelphia/news/2020/05/08/rally-to-reopen-businesses-shuts-down-streets-near.html,https://www.phillytrib.com/news/health/coronavirus/car-bound-protesters-call-for-plan-to-reopen-philadelphia/article_968500f3-6415-5292-b238-b7a933a6370e.html,,,
Sacramento,Kaiser Permanente,Sacramento,CA,US,2020-05-08,,,,,,,nurses,protest reusing N95 masks and lack of PPE for nurses during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.kcra.com/article/sacramento-nurses-protest-over-practice-reusing-n95-masks/32421757,,,,
San Diego,Hall of Justice,San Diego,CA,US,2020-05-08,,,,,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://fox5sandiego.com/news/local-news/watch-live-protesters-rally-against-state-virus-restrictions/,,,,
Selah,Matson Fruit Company,,WA,US,2020-05-08,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Sycamore,Dekalb County Courthouse,Dekalb,IL,US,2020-05-08,dozens,24,,24,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.daily-chronicle.com/2020/05/08/protestors-opposed-to-pritzkers-plan-rally-outside-dekalb-county-courthouse-to-reopen-illinois/ass96mm/,,,,
Virginia Beach,,Virginia Beach,VA,US,2020-05-08,,,,,,,North End Run Club,"against racism, for justice for Ahmaud Arbery",1,run,0,0,0,0,1,1,,https://www.dailypress.com/news/dp-nw-arbery-run-with-maud-20200508-232nh772tvbfxn5krlbhyztm5i-story.html,,,,
Yakima,Jack Frost Fruit,,WA,US,2020-05-08,,,,,,,workers,for hazard pay and better workplace protections against COVID-19,0,strike,0,0,0,0,1,1,,https://www.yakimaherald.com/special_projects/coronavirus/update/protests-underway-at-3-yakima-valley-fruit-packing-houses/article_a2438dd7-5314-52a8-b2b6-f72747ec8760.html?fbclid=IwAR0OpEtRvfOHjjV7KFKwh7TQwxlx2IbgaWIAS3w293AIryaIaH4up0OEuOg,,,,
Anniston,New Harvest Christian Center,Calhoun,AL,US,2020-05-09,,,,,,,New Harvest Christian Center,"against racism, for justice for Ahmaud Arbery",1,rally,0,0,0,0,1,1,,https://www.annistonstar.com/news/anniston/ahmaud-local-residents-hold-socially-distanced-protest-over-georgia-shooting/article_b28bb96c-9231-11ea-b3d7-dff7a99d19ab.html,,,,
