CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,Source1,Source2,Source3,Source4,Source5,Source6,
Jeffersonville,Big Four Station,,IN,US,2020-07-12,,,,,,,general protesters,"in support of police, for President Trump, for patriotism, against communism, for law and order, Blue Lives Matter",2,rally,0,0,0,0,1,1,20200712-jeffersonville-threepers,group of 10 providing security wore tactical gear and openly carried firearms; III%er flag seen in video; verbal clashes with counter-protesters,https://www.newsandtribune.com/news/speakers-back-the-blue-during-rally-as-protesters-continue-calls-for-justice/article_ab2cec1c-c47d-11ea-92ec-df0aa543b8de.html,https://www.wave3.com/2020/07/12/back-blue-rally-jeffersonville-brings-supporters-law-enforcement/,,,,,
Longmont,Main Street and Sixth Avenue,,CO,US,2020-07-12,,,,,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,protest,0,0,0,0,1,1,,,https://www.coloradodaily.com/2020/07/12/longmont-protestors-call-for-justice-for-vanessa-guillen/,,,,,,
Pasadena,Chuters Dance Hall and Saloon,,TX,US,2020-07-12,,,,,,,general protesters,against state order closing bars and restaurants due to coronavirus case spike,0,rally,0,0,0,0,1,1,,,https://www.chron.com/neighborhood/pasadena/news/article/More-rallies-coming-against-bars-shutdown-15411338.php,,,,,,
Plattsburgh,The Oval,,NY,US,2020-07-12,about 300,300,,300,,,general protesters,"in support of police and the military, against defunding police, for patriotism",2,rally,0,0,0,0,1,1,,,https://www.pressrepublican.com/news/local_news/back-the-blue-rally-supports-law-enforcement/article_913e6542-aad7-5b85-9423-d7b46b7f3ad8.html,,,,,,
Pueblo,"The Pueblo Christopher Columbus Monument, 100 E Abriendo Ave",,CO,US,2020-07-12,about 100,100,,100,,,Pueblo County Patriots,"against removal of Christopher Columbus statue, in support of police, for patriotism",2,counter-protest,0,0,0,0,1,1,20200712-pueblo-columbus,,https://www.koaa.com/news/covering-colorado/protests-continue-over-christopher-columbus-monument-in-puebloo,,,,,,
Redwood City,Courthouse Square,,CA,US,2020-07-12,,,,,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,protest,,,,,1,1,,,https://climaterwc.com/2020/07/08/candlelight-vigil-planned-for-vanessa-guillen-in-redwood-city/,,,,,,
Rosewell,Chaves County Courthouse,,NM,US,2020-07-12,,,,,,,general protesters,"against state coronavirus public health order, against Governor Michelle Lujan Grisham, against abuse of government authority",2,protest,0,0,0,0,1,1,,,https://www.rdrnews.com/2020/07/13/locals-protest-new-public-health-order/,,,,,,
San Angelo,Goodfellow AFB,,TX,US,2020-07-12,,,,,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,protest,0,0,0,0,1,1,,,https://www.gosanangelo.com/story/news/2020/07/13/rally-outside-goodfellow-afb-calls-justice-vanessa-guillen/5428311002/,,,,,,
San Jose,191 N 1st St.,,CA,US,2020-07-12,,,,,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,march,,,,,0,1,,,https://www.instagram.com/p/CCTzUYJBdR1/,,,,,,
Suffern,Lafayette Avenue,,NY,US,2020-07-12,"about 1,000",1000,,1000,,,general protesters,"in support of police, Blue Lives Matter",2,rally; march,0,0,0,0,1,1,,,https://www.recordonline.com/story/news/local/rockland/suffern/2020/07/12/march-pro-police-rally-suffern/5423538002/,,,,,,
Watertown,Veterans Transportation,,MA,US,2020-07-12,around 350,350,,350,,,Teamsters Local 25,against cuts to health insurance benefits for Massachusetts Bay Transit Authority workers,0,strike,,,,,1,1,,,https://www.masslive.com/boston/2020/07/one-day-stronger-hundreds-of-drivers-for-mbtas-the-ride-program-strike-over-health-insurance-cuts.html?fbclid=IwAR3AwX4rtMrgn2aTBv4owD7F6wyq5ioxwKhPITRagDTSwDXJk6QX8aS5dgs,,,,,,
Albuquerque,,,NM,US,2020-07-13,,,,,,,general protesters,against closing indoor dining in restaurants during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,lost link,,,,,,
Ashburn,Loudoun County Schools Administration Building,,VA,US,2020-07-13,hundreds,200,,200,,,Loudoun Education Association,against district plan for reopening schools during coronavirus pandemic,0,protest; car caravan,0,0,0,0,1,1,,,https://www.wusa9.com/article/news/education/loudoun-county-teachers-rally-safety-reopening-schools/65-e2a56073-419f-49a2-8f57-36f943c7251c,,,,,,
Boston,Massachusetts State House,Suffolk,MA,US,2020-07-13,,,,,,,general protesters,"against ICE, against ban on international students during coronavirus pandemic, against deportation of immigrants",1,protest,,,,,1,1,,,https://twitter.com/skiznitz/status/1282337685030481920,,,,,,
Centerville,outside the offices of CW Land,,UT,US,2020-07-13,,,,,,,Centerville residents,"againt proposed sale of Centerville Mobile Estates, for tenants' rights",0,protest,0,0,0,0,1,1,,,https://www.deseret.com/utah/2020/7/13/21323329/centerville-mobile-home-residents-protest-developer-in-hopes-of-keeping-their-homes,,,,,,
Columbia,South Carolina State House,,SC,US,2020-07-13,,,,,,,general protesters,"for displaying the Confederate flag, All Lives Matter",2,protest,1,0,0,0,1,1,20200713-columbia-confederacy,driver verbally confronted and pointed gun at counter-protesters,"https://www.theitem.com/stories/south-carolina-man-charged-with-pointing-gun-at-protesters,348282",,,,,,
Detroit,12600 Westwood St,,MI,US,2020-07-13,dozens; around 100,24,,100,,,By Any Means Necessary; general protesters,against in-person summer school during coronavirus pandemic,0,protest,0,0,0,0,1,1,,blocked exit from bus depot,https://www.detroitnews.com/story/news/local/detroit-city/2020/07/13/protesters-block-detroit-school-buses-first-day-summer-school/5426751002/,https://detroit.chalkbeat.org/2020/7/13/21322447/summer-school-began-in-detroit-monday-protesters-blocked-some-students-attending-classes-in-person,https://www.clickondetroit.com/news/local/2020/07/14/protesters-blocking-dpscd-bus-garage-for-second-day-of-in-person-summer-school/,,,,
Frederick,Winchester Hall,,MD,US,2020-07-13,,,,,,,general protesters,"against Black Lives Matter protesters, for freedom, for patriotism, for President Trump, Back the Blue, Thin Blue Line",2,counter-protest,0,0,0,0,1,1,20200713-frederick-blm,blocked protesters from reaching rally point; verbally confronted protesters; spit on protesters,https://www.washingtonpost.com/local/brown-lives-matter-protest-in-frederick-triggers-counterprotests--and-bigotry/2020/07/16/41ab5338-c71a-11ea-a99f-3bbdffb1af38_story.html,,,,,,
Kansas City,district headquarters,,MO,US,2020-07-13,roughly 50,50,,50,,,"staff, parents, and students",against Lawrence Public Schools plan to reopen schools in the fall despite coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.kshb.com/news/local-news/teachers-parents-protest-lawrence-public-schools-fall-plans,,,,,,
Kelso,Kelso City Hall,,WA,US,2020-07-13,about 60,60,,60,,,general protesters,"against Black Lives Matter protesters, Thin Blue Line, Confederate flag, All Lives Matter, Blue Lives Matter",2,counter-protest,0,0,0,0,1,1,20200713-kelso-blm,verbally confronted protesters; circled protesters in vehicles; revved motorcycles and set off car alarms,https://tdn.com/news/local/black-lives-matter-protest-met-with-counter-protest-ends-without-incident/article_2e5b60ef-be16-5d69-b397-a4df11bdc243.html,,,,,,
Kenosha,First United Methodist Church,,WI,US,2020-07-13,,,,,,,general protesters,against firing of female day care center employee for breastfeeding uncovered at work,0,protest,0,0,0,0,1,1,,,https://www.kenoshanews.com/news/local/nursing-mothers-protest-on-church-lawn/article_4da88ff8-5ad3-581c-9577-1b82fbcdc084.html,,,,,,
La Cruces,The Game II,,NM,US,2020-07-13,,,,,,,restaurant workers,"against state restrictions on indoor dining due to COVID-19, let us serve",0,protest,0,0,0,0,1,1,,,https://www.lcsun-news.com/picture-gallery/news/local/2020/07/13/groups-gather-protest-restaurants-closing/5432370002/,,,,,,
Lawrence,Lawrence Public Schools,,KS,US,2020-07-13,,,,,,,general protesters,against reopening schools until they can do so safely because of COVID 19,0,protest,0,0,0,0,1,1,,,https://www.kctv5.com/school_authority/lawrence-teachers-parents-protest-returning-to-class/article_1a91d6cc-c554-11ea-8499-476857960a96.html,,,,,,
Milwaukee,Outside the NPS central office,,WI,US,2020-07-13,,,,,,,general protesters,against unfair hiring decision of the principle of Lincoln Center of the Arts middle school,0,protest,0,0,0,0,1,1,,,https://www.cbs58.com/news/mps-teachers-and-students-protest-principal-hiring-decision,,,,,,
Norman,"North Oval, University of Oklahoma",,OK,US,2020-07-13,FB: 84,84,,84,,,students,"against ICE decision to deport international students if the fall semester moves online, for in-person learning option for international students at University of Oklahoma, for making campus a non-enforcement zone for immigration",1,protest,,,,,1,1,,,https://www.oudaily.com/coronavirus/ou-students-organize-protest-in-support-of-international-students-following-ice-announcement/article_dd7635a4-c16f-11ea-9a09-e385317614ad.html,https://www.facebook.com/events/s/protect-our-students-rally-for/274185047361769/,,,,,
Oakland,near the Oakland airport,,CA,US,2020-07-13,about 100,100,,100,,,general protesters,for right to return to work for hotel and airport workers laid off during coronavirus pandemic,0,rally; caravan,0,0,0,0,1,1,,,https://www.mercurynews.com/2020/07/13/coronavirus-oakland-workers-rally-for-right-to-return-to-their-jobs/,https://www.eastbaytimes.com/2020/07/13/coronavirus-oakland-workers-rally-for-right-to-return-to-their-jobs/,,,,,
Odessa,Ector County Coliseum,,TX,US,2020-07-13,,,,,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,rally,0,0,0,0,1,1,,,https://www.newswest9.com/article/news/local/peaceful-rally-in-odessa-for-vanessa-guillen/513-ce24bc35-9a24-48b0-8e8d-60687b54738b,,,,,,
Philadelphia,Camp JTD,,PA,US,2020-07-13,hundreds,200,,200,,,Philadelphia Housing Action,for housing rights,1,rally,0,0,0,0,1,1,,,https://itsgoingdown.org/occupy-takeover-how-philadelphia-housing-action-turned-vacant-buildings-into-homes/,,,,,,
Philadelphia,home of Philadelphia Housing Authority President/CEO Kelvin Jeremiah,,PA,US,2020-07-13,,,,,,,Philadelphia Housing Action,for housing rights,1,protest,0,0,0,0,0,1,,,https://itsgoingdown.org/occupy-takeover-how-philadelphia-housing-action-turned-vacant-buildings-into-homes/,,,,,,
Rockville Centre,Stephen E. Tighe Memorial Park,,NY,US,2020-07-13,about 40,40,,40,,,Rockville Centre Residents,against installation of artificial-turf field in local park,0,protest,0,0,0,0,1,1,,,"https://www.liherald.com/stories/rockville-centre-residents-protest-turf-field-at-tighe-park,126560",,,,,,
Santa Fe,online,,NM,US,2020-07-13,,,,,,,New Mexico Restaurant Association,against state public health order suspending restaurant service during coronavirus pandemic,0,virtual rally,0,0,0,0,1,1,,,https://www.santafenewmexican.com/news/coronavirus/restaurants-statewide-protest-dine-in-closure-wecks-santa-fe-stays-open/article_d48aaf88-c520-11ea-9123-5b4ca5b7677b.html,https://www.easternnewmexiconews.com/story/2020/07/15/news/local-restaurants-participate-in-letusserve-protest/166132.html,,,,,
Santa Maria,outside Santa Maria Immigration and Customs Enforcement (ICE),,CA,US,2020-07-13,16,16,,16,,,general protesters,"against ICE detention centers, against threat of immigrant deportation",1,protest,0,0,0,0,1,1,,,https://santamariatimes.com/news/local/community-members-protest-presence-of-ice-in-santa-maria-outside-w-century-street-facility/article_48d63d05-f50e-55b5-995d-8b1fba6cb9d3.html,,,,,,
South Bend,County-City Building,,IN,US,2020-07-13,at least 80,80,,80,,,general protesters,"in support of police, defend the police, for law and order, for patriotism, All Lives Matter, Blue Lives Matter, Back the Blue",2,demonstration,0,0,0,0,1,1,20200713-southbend-backtheblue,chanted back at counter-protesters,https://www.wndu.com/2020/07/14/dozens-attend-south-bend-demonstration-supporting-police-officers/,https://www.southbendtribune.com/news/local/downtown-rally-calls-for-support-of-south-bend-police/article_a49f1468-c560-11ea-95e1-0bbab3d8f6bf.html,https://www.southbendtribune.com/news/local/community-members-show-support-for-police-in-downtown-rally/article_a49f1468-c560-11ea-95e1-0bbab3d8f6bf.html,https://www.facebook.com/events/s/not-silent-anymore/592272728387445/,,,
Springfield ,Springfield Technical Community College,,MA,US,2020-07-13,more than 60,60,,60,,,general protesters,against budget and program cuts at community college due to coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,https://www.masslive.com/news/2020/07/elimination-of-several-technical-courses-at-stcc-spurs-demonstration.html,,,,,,
Saint Louis,outside the districts downtown administration office,,MO,US,2020-07-13,about 200,200,,200,,,general protesters,against in-person schooling while COVID-19 cases continue to rise,0,protest,0,0,0,0,1,1,,,https://www.stltoday.com/news/local/education/teachers-and-parents-protest-the-reopening-of-schools-without-assurances-of-safety/article_136e3d9e-4c3a-507b-86fc-c7276f58f1e0.html,https://www.stltoday.com/news/local/education/teachers-and-parents-protest-the-reopening-of-schools-in-st-louis-without-assurances-of-safety/article_136e3d9e-4c3a-507b-86fc-c7276f58f1e0.html,http://www.stlamerican.com/news/local_news/st-louis-teachers-protest-over-concerns-of-schools-reopening-as-pandemic-surges/article_4e28d2ae-c5fb-11ea-ac25-8be0ff2a1a32.html,,,,
Stuart,outside the Martin County Department of Health,,FL,US,2020-07-13,dozens,24,,24,,,general protesters,against reopening of public schools on August 10 despite coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.ketv.com/article/we-need-more-time-florida-teachers-protest-reopening-schools-in-august/33300996,,,,,,
Terre Haute,Springhill Road and US 41/150,,IN,US,2020-07-13,,,,,,,"Sisters of Providence, St Mary of the Woods",against capital punishment,0,vigil,0,0,0,0,1,1,,,https://indianapublicmedia.org/news/nuns-protesting-upcoming-executions.php,,,,,,
West Palm Beach,Palm Beach County School Districts headquarters,,FL,US,2020-07-13,dozens; roughly 50,24,,50,,,parents; children,"against remote schooling during coronavirus pandemic, for in-person option",0,protest,0,0,0,0,1,1,,,https://www.palmbeachpost.com/story/news/2020/07/13/parents-protest-at-school-district-hq-demand-return-to-classrooms/112218856/,,,,,,
Augusta,,,GA,US,2020-07-14,,,,,,,students,against cancellation of in-person high school graduation due to coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.wrdw.com/2020/07/14/richmond-county-seniors-protest-as-covid-19-spike-cancels-their-graduation/,,,,,,
Clearwater,,,FL,US,2020-07-14,dozens,24,,24,,,teachers; school employees,against Pinellas County Schools reopening plan during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.fox13news.com/news/teachers-across-several-tampa-bay-counties-to-protest-school-reopening-plans,,,,,,
Concord,"Concord Todos Santos Plaza to Lake Merritt in Oakland, CA",,CA,US,2020-07-14,,,,,,,general protesters,"for justice for Vanessa Guillen, against sexual violence",0,march,,,,,1,1,,,https://www.instagram.com/p/CCjt9flhIlw/,,,,,,
Detroit,Westside Bus Depot,,MI,US,2020-07-14,dozens,24,,24,,,BAMN,against in-person summer school during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,https://www.clickondetroit.com/news/local/2020/07/14/protesters-blocking-dpscd-bus-garage-for-second-day-of-in-person-summer-school/,,,,,,
Estacada,,,OR,US,2020-07-14,,,,,,,general protesters,in support of mayor accused of racism for social media post,0,rally,0,0,0,0,1,1,,,https://www.kptv.com/news/estacada-residents-hold-rally-to-support-mayor-after-controversial-social-media-post/article_309a3514-c698-11ea-b207-d78beea16f85.html,,,,,,
Harlingen,HCISD Administration building,,TX,US,2020-07-14,more than 60,60,,60,,,employees,against reopening of schools due to covid,0,protest,0,0,0,0,1,1,,,https://www.brownsvilleherald.com/2020/07/15/protesters-rally-face-face-classrooms/,,,,,,
Hollister,Hollister City Hall,,CA,US,2020-07-14,about 35,35,,35,,,Teamsters Local 890,for renewal of city's water agreement with tomato cannery,0,protest,0,0,0,0,1,1,,,https://benitolink.com/san-benito-foods-employees-protest-in-front-of-hollister-city-hall/,,,,,,
Jacksonville,Duval County School Board office parking lot,,FL,US,2020-07-14,,,,,,,Duval County Public School teachers; Duval for a Safe Return to Campus; Duval Schools Pandemic Solutions Team,against reopening schools during coronavirus pandemic,0,car caravan; march,0,0,0,0,1,1,,,https://www.firstcoastnews.com/article/news/education/teachers-hold-motor-march-to-protest-schools-reopening-in-duval-county/77-7e351581-ce5f-43d0-9ef2-b9f386dbb7ec,https://www.news4jax.com/news/local/2020/07/14/parents-teachers-join-motor-march-to-duval-county-public-schools-headquarters/,https://www.actionnewsjax.com/news/local/duval-county/educators-protest-outside-dcps-building-against-districts-school-reopening-plans/LEDL36YHDJAJTD5SMNY3TNGYL4/,,,,
