CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Alamogordo,"outside the County Administration Building, 1101 N. New York Ave",NM,US,2017-05-12,some ,10,,10,,,general protestors,against deep borehole project,0,protest,0,0,0,0,1,1,http://www.alamogordonews.com/story/news/local/community/2017/05/24/doe-axes-otero-county-borehole-project/102118972/,,,
Ann Arbor,downtown; Federal Building,MI,US,2017-05-12,,,,,,,Motor City Freedom Riders,unmet need for real transit improvements in the city and region,0,protest,0,0,0,0,1,1,http://www.metrotimes.com/news-hits/archives/2017/05/11/celebrations-and-protests-planned-for-fridays-qline-launch,https://www.facebook.com/events/746204078891045/,,
Belgrade,Belgrade High School,MT,US,2017-05-12,na,16,,16,,,high school students,against sexist dress codes,0,protest,0,0,0,0,1,1,https://www.yahoo.com/style/high-school-students-protest-sexist-dress-code-184909487.html,,,
Bend,Drake Park,OR,US,2017-05-12,,,,,,,general protestors,against rep. Greg Walden's vote AHCA,1,protest ,0,0,0,0,0,1,http://www.ktvz.com/news/two-bend-die-ins-protest-walden-role-in-ahca/495400476,,,
Bend,Outside rep. Greg Walden's office,OR,US,2017-05-12,about 9,9,,9,,,general protestors,against rep. Greg Walden's vote AHCA,1,protest; die in ,0,0,0,0,1,1,http://www.ktvz.com/news/two-bend-die-ins-protest-walden-role-in-ahca/495400476,,,
Billing,MetraPark,MT,US,2017-05-12,about 100,100,,100,,,rep Rob Quist supporters,against Trump/support of Planned Parenthood,1,protest,0,0,0,0,0,1,http://helenair.com/news/politics/state/we-re-for-trump-pence-rally-for-gianforte-draws-supporters/article_8995464b-6a70-587f-af1c-a3bf94f44eef.html,,,
Casper,Conwell Park across from Wyoming Medical Center,WY,US,2017-05-12,about 20,20,,20,,,general protestors,against AHCA,1,die-in,0,0,0,0,1,1,http://k2radio.com/casper-residents-hold-die-in-to-protest-proposed-health-care-act/,,,
Detroit,Grand Circus Park,MI,US,2017-05-12,,,,,,,Motor City Freedom Riders,unmet need for real transit improvements in the city and region,0,protest,0,0,0,0,1,1,http://www.metrotimes.com/news-hits/archives/2017/05/11/celebrations-and-protests-planned-for-fridays-qline-launch,https://www.facebook.com/events/1587595071268504/,,
Eureka,outside the Redwood Acres Fairgrounds,CA,US,2017-05-12,,,,,,,Boycott Circus Cruelty in Humboldt County; general protestors,call for a boycott of circuses that use animal performers,0,protest,0,0,0,0,1,1,http://www.times-standard.com/general-news/20170512/eureka-circus-performance-prompts-protest-at-redwood-acres-fairgrounds,,,
Ferndale,9 Mile & Woodward,MI,US,2017-05-12,,,,,,,Motor City Freedom Riders,unmet need for real transit improvements in the city and region,0,protest,0,0,0,0,1,1,http://www.metrotimes.com/news-hits/archives/2017/05/11/celebrations-and-protests-planned-for-fridays-qline-launch,https://www.facebook.com/events/157948274736270/,,
Nashville,Outside mayor's house,TN,US,2017-05-12,about 70,70,,70,,,general protestors,protesting decision not to charge cop who fatally shot unarmed black boy,0,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/local/2017/05/12/justice-jocques-coalition-hold-silent-protest-after-no-charges-brought-against-officer/320433001/,,,
Oroville,outside rep. Doug LaMalfa's office (lined Olive Highway),CA,US,2017-05-12,more than 70,70,,70,,,general protestors,against Rep. Doug LaMalfa's vote in support of AHCA,1,protest,0,0,0,0,1,1,http://media.chicoer.com/2017/05/12/photos-lamalfa-ahca-protest/#1,,,
Pittsburgh,in front of the Allegheny County District Attorney’s Office,PA,US,2017-05-12,about 50,50,,50,,,general protestors,want District Attorney to drop charges against student and charge police officer,0,protest,0,0,0,0,1,1,http://pittsburgh.cbslocal.com/2017/05/12/black-political-empowerment-project-protests-woodland-hills-officer-incident/,,,
Redding,the corner of Cypress Avenue and Hilltop Drive,CA,US,2017-05-12,,,,,,,"The Citizens for Fair Representation; the State of Jefferson,",more equitable state-level political representation,0,protest,0,0,0,0,1,1,http://www.krcrtv.com/news/local/shasta/state-of-jefferson-supporters-file-lawsuit-against-california/496024228,,,
Rochester,Civic Center Drive NW and 11th Ave,MN,US,2017-05-12,about 20,20,,20,,,general protestor,anti-Trump,1,protest,0,0,0,0,1,1,http://www.postbulletin.com/news/local/rush-hour-demonstrators-protest-trump/article_55a19320-f856-5ffd-9c82-9eec79dbeb0b.html,,,
Blue Springs,,MO,US,2017-05-13,more than 100,100,,100,,,motorcyclists ,"motorcycle fatality awareness ""Can You See Me Now""",0,rally,0,0,0,0,1,1,http://www.kctv5.com/story/35422364/can-you-see-me-now-rally-works-to-stop-fatal-motorcycle-accidents,,,
Boston,Boston Common,MA,US,2017-05-13,hundreds,200,,200,,,general protestors,free speech; pro-Trump,2,protest,2,0,0,0,1,1,http://boston.cbslocal.com/2017/05/13/duel-protests-stoke-tension-on-the-boston-common/,http://www.wcvb.com/article/stolen-bees-recovered-in-california-sting-operation-1494787629/9651484,,
Boston,Boston Common,MA,US,2017-05-13,(see above),,,,,,general protestors,anti-Trump,1,protest,0,0,0,0,0,1,http://boston.cbslocal.com/2017/05/13/duel-protests-stoke-tension-on-the-boston-common/,,,
Charlottesville,Lee Park ,VA,US,2017-05-13,several dozens,24,,24,,,general protestors,white supremacy; pro-Confederacy,0,protest,0,0,0,0,1,1,http://www.nbcnews.com/news/us-news/white-nationalist-leads-torch-bearing-protesters-against-removal-confederate-statue-n759266,http://www.dailyprogress.com/news/local/torch-wielding-protesters-gather-at-lee-park/article_201dc390-384d-11e7-bf16-fb43de0f5d38.html,,
Charlottesville,Lee Park ,VA,US,2017-05-13,dozens,24,,24,,,general protestors,counter protests,1,protest,0,0,0,0,0,1,http://www.npr.org/sections/thetwo-way/2017/05/14/528363829/richard-spencer-leads-group-protesting-sale-of-confederate-statue,,,
Charlottesville,Procession throughout the city,VA,US,2017-05-13,dozens,24,,24,,,general protestors,protest removal of Robert E. Lee statue,2,protest,0,0,0,0,0,1,http://www.npr.org/sections/thetwo-way/2017/05/14/528363829/richard-spencer-leads-group-protesting-sale-of-confederate-statue,,,
Dallas,City Hall,TX,US,2017-05-13,hundreds,200,,200,,,general protestors,against SB4 banning sanctuary cities,1,protest,0,0,0,0,1,1,http://www.fox4news.com/news/254590231-story,,,
Gulfport,downtown; along Highway 90,MS,US,2017-05-13,,,,,,,general protestors,Empty the Tanks Day; against captive dolphins beng on display at new aquarium,0,protest,0,0,0,0,1,1,http://www.wlox.com/story/35423107/protesters-show-opposition-to-mississippi-aquarium,http://www.sunherald.com/news/article150387727.html,,
Kansas City,downtown,MO,US,2017-05-13,na,20,,20,,,general protestors; local mothers,Mothers against gun violence; response to killing of local 3 year old ,1,march,0,0,0,0,0,1,http://www.kctv5.com/story/35422364/can-you-see-me-now-rally-works-to-stop-fatal-motorcycle-accidents,,,
Louisville,EMW Women's Surgical Center,KY,US,2017-05-13,na,10,,10,,,Operation Save America,anti-abortion,2,protest,10,0,0,0,1,1,https://www.usnews.com/news/best-states/kentucky/articles/2017-05-13/protesters-arrested-for-blocking-entrance-to-abortion-clinic,http://www.courier-journal.com/story/news/local/2017/05/13/arrests-made-protest-louisville-abortion-clinic-saturday/321109001/,,
Lynchburg,along Wards Road at the entrance of Liberty University,VA,US,2017-05-13,more than 100,100,,100,,,general protestors,anti-Trump,1,protest,0,0,0,0,1,1,http://www.richmond.com/news/virginia/government-politics/more-than-protest-trump-s-appearance-at-liberty-university/article_435a552b-a49e-5418-93d3-ae07e4d172a8.html,,,
Lynchburg,along Wards Road at the entrance of Liberty University,VA,US,2017-05-13,small group,,,,,,general protestors,pro-Trump,2,protest,0,0,0,0,0,1,http://www.newsadvance.com/news/local/more-than-protest-trump-s-arrival-in-lynchburg-other-critics/article_16eda16a-37e3-11e7-9ee9-b7527cee9c1f.html,,,
Miami,outside U.S. Citizenship and Immigration Services office,FL,US,2017-05-13,hundreds,200,,200,,,general protestors,supporters of Haitian immigrants,1,protest,0,0,0,0,1,1,http://www.washingtontimes.com/news/2017/may/13/hundreds-protest-in-miami-over-haitian-immigration/,,,
Oak Hill ,Danny Webb Construction Company,WV,US,2017-05-13,about 30,30,,30,,,Headwaters Defense organization,against the disposal of fracking waste on property owned by Danny Webb Construction Company,1,protest,0,0,0,0,1,1,http://wvmetronews.com/2017/05/14/shots-reportedly-fired-during-fayette-county-protest/,,,
Providence ,outside the state house,RI,US,2017-05-13,n/a,,,,,,The Woman Project,reproductive rights; General Assembly legislation protecting abortion rights,2,rally,0,0,0,0,1,1,http://www.providencejournal.com/news/20170513/reproductive-rights-rally-at-ri-state-house-takes-different-tack,,,
Rancho Palos Verdes,Trump National Golf Course,CA,US,2017-05-13,hundreds; some 200,200,,200,,,Indivisible San Pedro,call for independent special prosecutor for investigation of Russia and Trump campaign ties,1,protest,0,0,0,0,1,1,http://www.washingtonexaminer.com/protesters-spell-out-resist-at-trump-golf-course-in-california/article/2623077,http://www.seattletimes.com/nation-world/protesters-spell-out-resist-at-trump-golf-course-near-la/,,
Rockville Center,near Rockville Center train station,NY,US,2017-05-13,dozens; more than 100,12,,100,,,Amtrak commuters,commute reform at Penn Station,2,rally,0,0,0,0,1,1,http://pix11.com/2017/05/13/commuters-lawmakers-rally-for-a-sane-commute-after-recent-derailments-delays-at-penn-station/,http://newyork.cbslocal.com/2017/05/13/lirr-commuter-rockville-centre-rally/,,
Waco,McLennan County Courthouse,TX,US,2017-05-13,about 45,45,,45,,,bikers,2 years after Twin Peaks incident; injustice of mass arrests ,1,rally,0,0,0,0,1,1,http://www.wacotrib.com/news/courts_and_trials/bikers-rally-as-twin-peaks-anniversary-nears/article_e42bbf0b-8e1a-57d1-b599-9f6ea214c984.html,,,
Warren,,RI,US,2017-05-13,some 20,20,,20,,,Members of the Pokanoket tribe,"protesting a Wampanoag event, the reinterment of Massasoit Ousameequin",0,protest,0,0,0,0,1,1,http://www.providencejournal.com/news/20170515/ri-tribe-protests-repatriation-ceremony,,,
White Mesa,White Mesa Ute Community Center on Willow Street,UT,US,2017-05-13,,,,,,,White Mesa Concerned Community,raise awareness of environmental issues at the White Mesa uranium mill,0,march,,,,,1,1,https://the-journal.com/articles/45323-group-holds-rally-against-uranium-mill,,,
Austin,from City Hall to the Governor’s Mansion,TX,US,2017-05-14,hundreds,200,,200,,,general protestors,against new TX anti-sanctuary city law,1,protest,0,0,0,0,1,1,https://www.texasobserver.org/mothers-day-protesters-senate-bill-4/,,,
Bangor,Naval Base Kitstap,ME,US,2017-05-14,n/a,55,,55,,,Ground Zero Center for Nonviolent Action,against nuclear weapons,0,protest,14,0,0,0,1,1,http://www.kitsapdailynews.com/news/14-cited-in-mothers-day-demonstration-at-naval-base-kitsap-bangor/,,,
Charlottesville,Lee Park ,VA,US,2017-05-14,hundreds,200,,200,,,general protestors,vigil against hate; conter protest to Saturday's white supremacy event ,1,protest,0,0,0,0,1,1,http://www.nbc29.com/story/35426536/group-holds-take-back-lee-park-rally-in-response-to-torchlight-protest,,,
Dallas,outside City Hall,TX,US,2017-05-14,dozens,24,,24,,,general protestors,against new TX anti-sanctuary city law,1,protest,0,0,0,0,1,1,https://www.dallasnews.com/news/dallas/2017/05/14/downtown-dallas-crowd-protests-texas-new-sanctuary-cities-ban,,,
Grandville,outside the Barking Boutique,MI,US,2017-05-14,,,,,,,general protestors,shut down the The Barking Boutique,0,protest,0,0,0,0,1,1,http://fox17online.com/2017/05/14/protesters-gather-on-mothers-day-to-try-and-close-the-barking-boutique/,,,
Portland,Portland State University to downtown,OR,US,2017-05-14,,,,,,,general protestors,promote world peace,0,march,0,0,0,0,1,1,http://katu.com/news/local/mother-of-all-protests-looks-to-promote-holidays-initial-message-of-peace,,,
Bakersfield,AT&T offices,CA,US,2017-05-15,about 100,100,,100,,,AT&T field technicians,against workplace safety conditions,0,protest,0,0,0,0,1,1,http://www.turnto23.com/news/local-news/att-field-technicians-protest-over-workplace-safety-conditions,,,
Baltimore,Outside city hall,MD,US,2017-05-15,dozens,24,,24,,,general protestors,rally supporting a construction project,0,rally,0,0,0,0,1,1,http://www.baltimoresun.com/business/bs-bz-state-center-rally-20170515-story.html,,,
Boise,Outside Idaho Healthcare Summit,ID,US,2017-05-15,roughly 100,100,,100,,,general protestors,against AHCA,1,protest,0,0,0,0,1,1,http://www.idahostatejournal.com/blackfoot_journal/simpson-faces-protesters-at-health-care-summit/article_a4ed7b11-38d3-58f0-8ade-450b58670aec.html,,,
Chicago,began at Thompson Center,IL,US,2017-05-15,Between 200 and 400,200,,400,,,general protestors,build support for a responsible budget resolution; help people not corporations,0,march,0,0,0,0,1,1,http://www.chicagotribune.com/photos/ct-springfield-budget-protest-photos-20170515-photogallery.html,,,"200-mile march to Springfield, IL"
Dunwoody,,GA,US,2017-05-15,,,,,,,supporters,Paul Ryan stumping for Karen Handel,2,rally,0,0,0,0,1,1,http://www.waow.com/story/35430975/speaker-ryan-urges-georgia-republicans-to-resist-upset-bid,,,
Dunwoody,,GA,US,2017-05-15,,,,,,,general protestors,anti-Handel; anti-Trump; anti-House helath care bill,1,protest,0,0,0,0,0,1,http://www.waow.com/story/35430975/speaker-ryan-urges-georgia-republicans-to-resist-upset-bid,,,
Hazelwood,Hazelwood West High School,MO,US,2017-05-15,nearly 200,150,,200,,,high school students,walkout in protest of school board's reluctance to re-negotiate treacher contract,0,protest,0,0,0,0,1,1,http://fox2now.com/2017/05/17/new-protest-planned-after-student-march-leads-to-suspensions/,,,
Honolulu,From PD to Hawaii state capitol,HI,US,2017-05-15,hundreds,200,,200,,,general protestors,rally for fallen police officers,0,rally; vigil,0,0,0,0,1,1,http://www.kitv.com/story/35437056/hundreds-honor-fallen-hpd-officers-at-candlelight-vigil-after-police-march,,,
Orlando,outside City Hall ,FL,US,2017-05-15,dozens,24,,24,,,general protestors; Sons of the Confederacy,supporters of confederate symbols,0,protest,0,0,0,0,1,1,http://www.clickorlando.com/news/confederate-statue-in-orlando-sparks-protest-debate,,,
Seattle,US Court of Appeals,WA,US,2017-05-15,dozens,24,,24,,,general protestors,against Trump's travel ban,1,protest,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-immigration-court-idUSKCN18B0RB?il=0,pic count ,,
Waltham,Waltham High School,MA,US,2017-05-15,na,600,,600,,,high school students,against racist instagram comments by fellow student ,1,protest; sit-in,0,0,0,0,1,1,http://boston.cbslocal.com/2017/05/15/waltham-high-student-curry-college-racist-instagram/,,,
Washington,New York Avenue,DC,US,2017-05-15,approximately 200; hundreds,200,,200,,,ADAPT,pro-disability rights,0,protest,0,0,0,0,1,1,https://www.washingtonpost.com/news/dr-gridlock/wp/2017/05/15/roughly-200-protesters-block-part-of-new-york-avenue-in-downtown-d-c/?utm_term=.067f6a3fec42,,,
Washington,Trump International Hotel,DC,US,2017-05-15,na,1,,1,,,Robin Bell ,against Trump,1,protest; art projection,0,0,0,0,1,1,http://www.latimes.com/entertainment/arts/miranda/la-et-cam-robin-bell-projections-20170516-story.html,,,
Washington,US Capitol west front,DC,US,2017-05-15,thousands; several thousand; tens of thousands,2000,,20000,,,Fraternal Order of Police; President Donald Trump; supporters; active duty and retired police officers,rally and memorial for fallen police officers,2,rally,0,0,0,0,1,1,http://abcnews.go.com/Politics/wireStory/latest-trump-pays-tribute-fallen-police-officers-47419756,http://www.wday.com/news/4268637-president-trump-commemorates-jason-moszer-and-other-police-officers-ceremony-washington,http://dfw.cbslocal.com/2017/05/17/thousands-dallas-police-week-ceremony/,
Atlanta,Georgia Board of Regents meeting,GA,US,2017-05-16,,,,,,,general protestors,against university restrictions on undocumented,1,protest,8,0,0,0,1,1,http://www.ajc.com/news/local-education/demonstrators-arrested-georgia-board-regents-meeting/HERhXxjK96MvdZqJxsPFWP/,,,
Bellefonte,outside Bonfatto's,PA,US,2017-05-16,,,,,,,general protestors,against Rep. Glenn Thompson's support of House Health Care bill,1,protest,0,0,0,0,1,1,http://www.wearecentralpa.com/news/ahca-die-in-protest-in-bellefonte/714531805,,,
Bellevue,,WA,US,2017-05-16,,,,,,,parents,against artificial turf field,0,protest,0,0,0,0,1,1,https://www.bellevuereporter.com/news/bellevue-parents-protest-school-board-vote-for-questionable-playfield-infill/,,,
Cuyahoga Falls,outside Cuyahoga Falls High School ,OH,US,2017-05-16,na,12,,12,,,Cuyahoga Falls High School students,against proposed teacher layoffs,0,protest,0,0,0,0,1,1,http://www.recordpub.com/news%20local/2017/05/16/cuyahoga-falls-students-protest-layoffs,,,counted from pic
Evanston,Northwestern University sociology class,IL,US,2017-05-16,group of students,,,,,,group of students,protesting a US ICE public relations offiicer invited to offer guest lecture in sociology class,1,protest,0,0,0,0,1,1,https://dailynorthwestern.com/2017/05/17/campus/students-protest-ice-representatives-visit-to-campus/,http://time.com/4783252/northwestern-sociology-class-ice-protest/,,
Nashville,Outside home of Senator Alexander,TN,US,2017-05-16,more than 100,100,,100,,,Moral Movement Tennessee,Against AHCA,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/local/2017/05/16/group-hold-candlelight-vigil-sen-lamar-alexanders-nashville-home-protest-trumpcare/325903001/,,,
Pasadena,"Campus of Caltech, Astronomy Department",CA,US,2017-05-16,several dozen,24,,24,,,undergraduate students,protest against the return of a professor accused of harrassing female graduate students,0,protest,0,0,0,0,1,1,https://www.insidehighered.com/quicktakes/2017/05/18/caltech-students-protest-known-harassers-return,,,
Providence,State house,RI,US,2017-05-16,nearly 200,200,,200,,,general protesting,rally for legalization of marijuana.,0,rally,0,0,0,0,1,1,http://www.providencejournal.com/news/20170516/proponents-of-legalizing-pot-rally-as-lawmakers-opt-for-more-study--poll,,,
Santa Rosa,From a comunity college to the town registrat,CA,US,2017-05-16,about 40,40,,40,,,general protestors,march supporting rent control,0,rally; march,0,0,0,0,1,1,http://www.pressdemocrat.com/news/7000865-181/march-for-rent-control-in,,,
Vista,1800 Thibodo Rd,CA,US,2017-05-16,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2017-05-16,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Washington,"1600 block of 23rd Street NW, on Sheridan Circle; outside the Turkish Ambassador's Residence",DC,US,2017-05-16,,,,,,,general protestors,protest during Erdogan visit to US,0,protest,0,10,0,0,0,1,http://www.nbcwashington.com/news/local/Protest-Outside-Turkish-Ambassadors-DC-Home-422618484.html,,,
Washington,Department of Justice,DC,US,2017-05-16,,,,,,,general protestors,against AG Session's new war on drugs,1,rally,,,,,1,1,https://www.facebook.com/events/428543100847852/?,,,
Washington,In front of Turkish Embassy,DC,US,2017-05-16,massive group,,,,,,general protestors,against Turkish President Erdogan's regime,0,protest,2,9,0,0,0,1,http://thehill.com/policy/international/333995-turkish-embassy-calls-violent-clash-with-protesters-self-defense,,,
Wilmington,from Wells Fargo Branch to JPMorgan Chase & Co.’s annual meeting,DE,US,2017-05-16,about 250,250,,250,,,general protestors,to protest financing of private prisons and CEO Jamie Dimon’s seat on President Trump’s business advisory council,1,demonstration,0,0,0,0,1,1,http://www.newsweek.com/jpmorgan-chase-jamie-dimon-immigration-private-prison-protest-make-road-610463,,,
Hazelwood,Hazelwood West High School,MO,US,2017-05-17,nearly 2 dozen,24,,24,,,high school students,against suspension of students who walked out in support of teacher contract negotiations ,0,protest,0,0,0,0,1,1,http://fox2now.com/2017/05/17/new-protest-planned-after-student-march-leads-to-suspensions/,,,
Los Angeles,outside the home of US Rep. Maxine Waters (D-CA),CA,US,2017-05-17,more than a dozen,12,,12,,,Latinos for Trump; general protestors,impeach Waters because she called for impeaching Trump,2,protest,0,0,0,0,1,1,http://www.americanow.com/story/politics/2017/05/17/protesters-call-maxine-waters-impeachment,,,
New London,Along Rt. 32 near Coast Guard Academy,CT,US,2017-05-17,about 50,50,,50,,,Trump supporters,support of Trump at Coast Guard Academy,2,protest,0,0,0,0,0,1,http://www.courant.com/politics/hc-trump-coast-guard-commencement-20170516-story.html,,,
