CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,S1,S2
Raleigh,Outside State Legislative Building,NC,US,2018-10-04,,,,,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.dailytarheel.com/article/2018/10/kavanaugh-protest-raleigh,,,,,
Rochester,Mayo Civics Center,MN,US,2018-10-04,na; says 14000,10000,,14000,,,Trump administration,pro-Trump,2,rally,1,0,0,0,1,1,https://www.washingtonpost.com/politics/2018/11/19/president-trumps-crowd-size-estimates-increasingly-unbelievable/?noredirect=on&utm_term=.51e3c14ab10c,https://minnesota.cbslocal.com/2018/10/04/donald-trump-rochester-minnesota-rally-mayo-civic-center/,,feat. President Trump,,
Rochester,Outside Mayo Civics Center,MN,US,2018-10-04,about 200,200,,200,,,general protestors ,protesting Trump's rally,1,protest,0,0,0,0,0,1,http://www.ktvu.com/news/trump-supporters-protesters-flock-to-rochester-for-rally,,,,,
Rochester ,Outside Mayo Civics Center,MN,US,2018-10-04,,,,,,,Union workers ,anti-Trump; protesting jobs being sent overseas ,1,protest,0,0,0,0,1,1,https://www.postbulletin.com/news/local/union-members-decry-job-losses-at-rally/article_73a37c8c-c83c-11e8-9947-3f6df2066e58.html,,,,,
Sacramento,Main Street,CA,US,2018-10-04,,,,,,,general protestors,for sexual assault survivors; against Kavanaugh confirmation,1,vigil,,,,,1,1,https://twitter.com/womensmarchnapa/status/1047678394589171712,,,,3,
Salt Lake City,Downtown ,UT,US,2018-10-04,,,,,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.abc4.com/news/local-news/kavanaugh-protesters-gather-in-salt-lake/1499478424,,,,,
Seattle ,Westlake Square ,WA,US,2018-10-04,,,,,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest;walk-out,0,0,0,0,1,1,https://www.seattlepi.com/seattlenews/article/Kavanaugh-walkout-march-protest-Seattle-13282024.php,,,,,
Seattle ,Through the streets of downtown Seattle ,WA,US,2018-10-04,hundreds,200,,200,,,Missing and Murdered Indigenous Woman ,for sexual assault survivors; against Kavanaugh confirmation,1,protest;march,0,0,0,0,0,1,https://www.seattletimes.com/seattle-news/seattle-protesters-march-against-kavanaugh-nominations/,,,,,
Starkwille ,Wells Cleaners to 21st and 27th Street ,MS,US,2018-10-04,,,,,,,general protestors ,protesting the use of harmful chemicals by factories ,0,protest;march,0,0,0,0,1,1,http://www.cdispatch.com/news/article.asp?aid=68938,,,,,
Staten Island ,Court House ,NY,US,2018-10-04,about 20,20,,20,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.silive.com/news/2018/10/legal-aid-lawyers-workers-protest-kavanaugh-nomination.html,,,,,
St. Louis,in front of Olin Library,MO,US,2018-10-04,,,,,,,Washington University’s Planned Parenthood Generation Action and Title Mine,protesting Kavanaugh,1,protest,0,0,0,0,1,1,http://www.studlife.com/news/2018/10/08/planned-parenthood-generation-action-and-title-mine-protest-kavanaugh-confirmation/,,,,,
Syracuse,outside Hendricks Chapel,NY,US,2018-10-04,More than 100,100,,100,,,general protestors,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.syracuse.com/news/index.ssf/2018/10/su_students_walk_out_of_classes_to_protest_kavanaugh_nomination_video_photos.html,,,,1,
Tampa ,University of Flordia ,FL,US,2018-10-04,over 20 ,20,,20,,,student protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/10/5/tampa-students-protest-kavanaugh-nomination-stand-survivors,,,,,
Washington,U Street SE,DC,US,2018-10-04,,,,,,,general protestors,for murder victim,0,vigil,,,,,1,1,https://twitter.com/blkfootcontessa/status/1047845205351784448,,,,3,
Washington,outside Supreme Court,DC,US,2018-10-04,about 3000,3000,,3000,,,general protestors,protest against Judge Brett Kavanaugh’s Supreme Court confirmation,1,protest,0,0,0,0,0,1,https://www.rollingstone.com/music/music-news/michael-stipe-alicia-keys-erykah-badu-to-protest-kavanaugh-confirmation-in-d-c-731810/,https://www.2022243121.com/,https://wwmt.com/news/nation-world/watch-live-cancel-kavanaugh-protesters-gather-for-march-to-supreme-court,,1,
Washington,inside Senate Building,DC,US,2018-10-04,Hundreds of people; thousands,200,,2000,,,general protestors,protest against Kavanaugh,1,protest,302,0,0,0,1,1,https://www.nbcwashington.com/news/local/Cancel-Kavanaugh-March-at-Supreme-Court-495178101.html,https://thehill.com/homenews/senate/410015-capitol-police-make-over-300-arrests-during-anti-kavanaugh-protests,https://www.reuters.com/article/us-usa-court-kavanaugh/republicans-aim-to-confirm-kavanaugh-this-weekend-after-fbi-report-idUSKCN1ME0Z1,Civil Dis,1,
Washington,Joe Manchin's office,DC,US,2018-10-04,,,,,,,general protestors,protesting vote for Kavanaugh,1,protest,0,0,0,0,0,1,https://twitter.com/thehill/status/1048654399428542465,,,,3,
Winchester ,John Handley High School ,VA,US,2018-10-04,          about 200,200,,200,,,student protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest;walk-out,0,0,0,0,1,1,http://www.winchesterstar.com/news/frederick/local-high-school-walk-outs-protest-kavanaugh-sexual-violence/article_6432634c-d384-5fbc-9f49-26edb34f7a90.html,,,,,
Winchester ,Sherando High School,VA,US,2018-10-04,           about 20 ,20,,20,,,student protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest;walk-out,0,0,0,0,0,1,http://www.winchesterstar.com/news/frederick/local-high-school-walk-outs-protest-kavanaugh-sexual-violence/article_6432634c-d384-5fbc-9f49-26edb34f7a90.html,,,,,
Bethesda,Corner of Whittier and River Roads,MD,US,2018-10-05,,,,,,,general protestors,Black Lives Matter,0,vigil,,,,,1,1,https://twitter.com/RRUUC/status/1047826279108685824,,,every Friday,3,
Boston ,MA State House ,MA,US,2018-10-05,hundreds ,200,,200,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://dailyfreepress.com/blog/2018/10/06/hundreds-rally-in-protest-of-kavanaugh-supreme-court-confirmation/,https://www.metro.us/news/local-news/boston/anti-kavanaugh-protesters-demonstrate-in-boston-over-the-weekend,,,,
Chicago ,Downtown ,IL,US,2018-10-05,about 1000,1000,,1000,,,general protestors ,protesting police violence; Van Dyke Verdict; caliing for a civilian police accountability council ,1,protest;march,0,0,0,0,1,1,http://www.fightbacknews.org/2018/10/5/1000-march-chicago-following-guilty-verdict-van-dyke-trial,,,,,
Columbia ,Speakers Circle ,MO,US,2018-10-05,,,,,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.columbiamissourian.com/news/local/mu-students-end-silence-with-stop-kavanaugh-believe-women-defend/article_09e7e864-c8aa-11e8-a8ed-7bf7bfc87f2f.html,,,,,
De Moine ,Sen. Chuck Grassley's office,IA,US,2018-10-05,3,3,,3,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,3,0,0,0,1,1,https://www.press-citizen.com/story/news/politics/2018/10/05/brett-kavanaugh-vote-chuck-grassley-protesters-arrested-iowa-office/1539109002/,,,,,
Durham ,NC Detective Agency ,NC,US,2018-10-05,,,,,,,general protestors ,protesting the death of a student by a hired guard,1,protest,0,0,0,0,1,1,https://www.cbs17.com/news/local-news/durham-county-news/protesters-rally-at-detective-agency-after-nc-central-student-slain-last-month/1501429175,,,,,
Fayetteville,Market House ,NC,US,2018-10-05,,,,,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.fayobserver.com/news/20181005/fayetteville-now-rallies-support-for-ford-solidarity-for-women,,,,,
Flint ,Southwestern Classical Academy ,MI,US,2018-10-05,,,,,,,general protesters,Protesting the Westboro Church's demonstration that promoted hate-speech,1,protest,0,0,0,0,1,1,https://www.mlive.com/news/flint/index.ssf/2018/10/westboro_baptist_planned_prote.html,,,,,
Grand Rapids,,MI,US,2018-10-05,,,,,,,Cosecha Michigan,marching for driver's licenses for undocumented immigrants,1,march,0,0,0,0,1,1,https://upnorthlive.com/news/local/undocumented-immigrants-and-allies-marched-in-lansing-for-right-to-a-license,,,beginning of 5-day march that ended in Lansing on 10/9/18,,
Hollywood,5685 Flagler St,FL,US,2018-10-05,,,,,,,Dream Defenders,"for justice for James Leatherwood, against police violence, against racism",1,protest,,,,,1,1,https://www.instagram.com/p/BofWGzhF_26/,,,,,
Kalamazoo ,side of Michigan Ave,MI,US,2018-10-05,about 100,100,,100,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.mlive.com/news/kalamazoo/index.ssf/2018/10/were_still_here_protesters_say.html,,,,,
Lebanon,Warren County Fairgrounds ,OH,US,2018-10-05,,,,,,,Trump MAGA Campaign rally,Midterm campaign tour rally ,2,rally,0,0,0,0,1,1,https://www.wdtn.com/news/local-news/trump-to-hold-maga-rally-at-warren-county-fairgrounds/1501643512,,,,,
Lima ,,OH,US,2018-10-05,,,,,,,Campaign for Rep. Bob Latta,Ralling for support in the midterm election ,2,rally,0,0,0,0,1,1,https://www.limaohio.com/news/322215/rep-bob-latta-rallies-right-in-lima,,,,,
Minneapolis,Offices of Amy Klobucha ,MN,US,2018-10-05,over 30,30,,30,,,Minnesota Peace Action Coalition,anti-war protest,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/10/4/minneapolis-anti-war-protest-mark-17-years-us-invasion-afghanistan,http://www.fightbacknews.org/2018/10/8/minneapolis-protest-against-us-war-afghanistan,,,,
Missoula ,Brooks Street ,MT,US,2018-10-05,            about 30,30,,30,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,               protest,7,0,0,0,1,1,https://helenair.com/news/state-and-regional/anti-kavanaugh-protesters-occupy-missoula-gop-office/article_35152183-e68b-5533-8e5a-0ffe77b64029.html,,,,,
Nashville,Outside the offices of Lemar Alecander and Bob Corker ,TN,US,2018-10-05,,,,,,,Southern Christian Coalition ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.tennessean.com/picture-gallery/news/2018/10/05/brett-kavanaugh-confirmation-nashville-protest/1537430002/,,,,,
Oshkosh ,Opera House Square ,WI,US,2018-10-05,,,,,,,United Action Oshkosh ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/10/5/oshkosh-rallies-solidarity-survivors-against-kavanaugh,,,,,
Parkland ,,Fl,US,2018-10-05,,,,,,,Everytown for Gun Safety,rallying for stronger gun control laws ,1,rally,0,0,0,0,1,1,https://www.miamiherald.com/news/local/community/broward/article219422605.html,,,,,
Portland ,Schrunk Plaza ,OR,US,2018-10-05,about 100,100,,100,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.oregonlive.com/portland/index.ssf/2018/10/stop_kavanaugh_protest_draws_o.html,,,,,
St. Albans City ,,VT,US,2018-10-05,,,,,,,general protestors,rallying support for progressive candidates,1,rally,0,0,0,0,1,1,https://www.mynbc5.com/article/progressive-candidates-rally-with-supporters-in-saint-albans/23624059,,,,,
Stillwater,Edmon Low Library,OK,US,2018-10-05,,,,,,,general protestors,struggles of DACA recipients,1,protest,0,0,0,0,1,1,http://www.ocolly.com/news/osu-students-host-protest-to-raise-awareness-of-daca/article_6a78c22a-c981-11e8-951c-ab37152780a2.html,,,,,
Tallahassee ,Flordia State University to State Capitol ,Fl,US,2018-10-05,,,,,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest;march,0,0,0,0,1,1,https://www.wctv.tv/content/news/Anti-Kavanaugh-protesters-march-from-FSU-to-state-capitol-495312931.html,,,,,
Washington ,Outside Sen. Mitch McConnell's house ,DC,US,2018-10-05,,,,,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.huffingtonpost.com/entry/brett-kavanaugh-protesters-bring-beer-chant-chug-outside-mitch-mcconnells-house_us_5bb75543e4b028e1fe3cdc5a,,,,,
Washington ,Outside Sen. Jow Manchin's office ,DC,US,2018-10-05,,,,,,,general protestors ,for sexual assault survivors; against Sen. Manchin's support of Kavanaugh ,1,protest,0,0,0,0,1,1,https://thehill.com/business-a-lobbying/410158-manchin-drowned-out-by-protesters-as-he-explains-vote,,,,,
Boise ,City Hall ,ID,US,2018-10-05,,,,,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.idahopress.com/news/local/boise-kavanaugh-protest-turns-confrontational/article_69c94af1-ca89-5e6b-abfb-7b725d075e8c.html,,,,,
Westland,Westland City Hall,MI,US,2018-10-05,about 25,25,,25,,,general protestors,protesting police misconduct and bias against black residents,1,protest,0,0,0,0,1,1,https://www.hometownlife.com/story/news/local/westland/2018/10/05/two-dozen-protesters-call-police-reforms-westland/1523991002/,,,,,
Anchorage,Boney Courthouse,AK,US,2018-10-06,,,,,,,general protestors,protesting sexual assault,0,protest,0,0,0,0,1,1,https://www.ktuu.com/content/news/do-not-delete--495371021.html,,,,,
Arlington,DCA,VA,US,2018-10-06,na,2,,2,,,general protestors,Protesting Ted Cruz,1,protest,0,0,0,0,1,1,https://twitter.com/nancirulia/status/1048685489363070976,,,,3,
Mashpee,sidewalk Great Neck Road,MA,US,2018-10-06,,,,,,,Mashpee Wampanoag Tribe members and supporters,Tribal sovereignty and land,0,protest,0,0,0,0,1,1,https://www.capecodtimes.com/news/20181006/mashpee-tribe-holds-march-to-emphasize-sovereign-land,,,,,
Atlanta,Woodruff park to Russle Federal Building ,GA,US,2018-10-06,more than 100,100,,100,,,general protestors,for sexual assault survivors; against Kavanaugh confirmation,1,protest;march,0,0,0,0,1,1,https://www.11alive.com/article/news/local/downtown/demonstrators-gather-in-downtown-atlanta-for-anti-kavanaugh-rally/85-601530540,,,,,
Austin ,Lamar Bridge ,TX,US,2018-10-06,dozens ,24,,24,,,general protestors ,for sexual assault survivors; against Kavanaugh confirmation,1,protest,14,0,0,0,1,1,https://www.kxan.com/news/local/austin/police-arrest-protesters-blocking-lamar-bridge-after-kavanaugh-confirmation/1503233242,https://www.kvue.com/article/news/local/kavanaughs-confirmation-prompts-protests-in-austin-more-than-a-dozen-arrested/269-601605633,,civil dis,,
Burlington,downtown Burlington,VT,US,2018-10-06,about 100,100,,100,,,general protestors,protesting Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.burlingtonfreepress.com/picture-gallery/news/politics/2018/10/06/burlington-protest-against-brett-kavanaugh-confirmation/1548852002/,,,,,
Charlotte,Preferred Women’s Health Center; 3220 LaTrobe Dr.,NC,US,2018-10-06,,,,,,,Respect Life Ministry,protest against abortion,2,protest,,,,,1,1,https://www.stpatricks.org/respect-life,https://twitter.com/stpatcathedral/status/1047843630810124289,,,3,
Cleveland,downtorn Cleveland ,OH,US,2018-10-06,several dozen ,24,,24,,,general protestors ,protesting Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.cleveland.com/shatter/2018/10/demostrators_to_march_against.html,https://www.cleveland.com/expo/news/erry-2018/10/8366469c274696/protesters-rally-against-brett.html,,,,
Corsicana,"Republican Headquarters, 111-B West Third Avenue",TX,US,2018-10-06,,,,,,,Republican Party of Navarro County,rallying for GOP candidates,2,rally,,,,,1,1,https://www.corsicanadailysun.com/news/republican-rally-set-for-oct/article_687af034-bc51-11e8-a63b-b37f1664c13c.html,,,,,
Council Bluff,,IA,US,2018-10-06,,,,,,,general protestors,protesting Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.ketv.com/article/metro-holds-area-rallies-voicing-their-opposition-and-support-for-kavanaugh-confirmation/23627557,,,,,
Dayton,Courthouse Square downtown,OH,US,2018-10-06,roughly 100,100,,100,,,general protestors,protesting Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.mydaytondailynews.com/news/local/roughly-100-protesters-gather-dayton-voice-concern-about-the-kavanaugh-vote/YLNGiNQ26DvSuy5kaMPXFP/,,,,,
Denver,Outside Sen. Cory Gardner's Office ,CO,US,2018-10-06,roughly 100,100,,100,,,general protestors ,protesting Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.thedenverchannel.com/news/denver-s-kavanaugh-protest#,https://kdvr.com/2018/10/06/protesters-rally-outside-sen-cory-gardners-denver-office-ahead-of-kavanaugh-vote/,,,,
Excelsior ,Excelsior Park ,MN,US,2018-10-06,about 125,125,,125,,,general protestors,anti-gun; pro-gun reform laws,1,protest,0,0,0,0,1,1,http://www.startribune.com/at-excelsior-rally-a-plea-for-more-gun-restrictions/495359751/,,,,,
Exeter ,Old Town Hall ,NH,US,2018-10-06,about 50 ,50,,50,,,ACLU ,pro-immigrant ,1,rally,0,0,0,0,1,1,http://www.seacoastonline.com/news/20181006/aclu-holds-exeter-rally-for-immigrants,,,,,
Frankfort,Outside state Capitol ,KY,US,2018-10-06,about 100,100,,100,,,teachers,protesting pension bill ,0,protest,0,0,0,0,1,1,https://www.glasgowdailytimes.com/news/remember-in-november-teachers-union-members-rally-for-pension-protection/article_35bebdca-c99d-11e8-9d24-fbc073517963.html,,,,,
Greensboro ,,NC,US,2018-10-06,,,,,,,Vote Common Good ,progressive evangelicals rallying for people to vote in the midterms ,1,rally,0,0,0,0,1,1,https://www.greensboro.com/blogs/inside_scoop/new-group-rallies-in-greensboro-encourages-voting-for-common-good/article_9536d296-ac1c-5a11-ab51-e009f32e5f1c.html,,,,,
Houghton,to Tech’s Facilities Department and back to the Kestner Waterfront Park,MI,US,2018-10-06,an estimated crowd of 100,100,,100,,,Justin Fitch Memorial Ruck,marching to raise awareness about veteran PTSD,0,march,0,0,0,0,1,1,http://www.mininggazette.com/news/local-news/2018/10/things-they-carried-100-march-in-justin-fitch-memorial-ruck/,,,,,
Jacksonville ,Hemming Park ,Fl,US,2018-10-06,dozens ,24,,24,,,general protestors,calling for the removal of the confederate statues in Jacksonville,1,protest,0,0,0,0,1,1,https://www.news4jax.com/news/local/jacksonville/dozens-gather-at-jacksonvilles-hemming-park-for-take-em-down-rally,,,,,
