CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Source4,Misc.,
Jacksonville,Hemming Park,Duval,FL,US,2019-06-10,NA,3,,3,,,counter-demonstrators,Oppose abortion,2,counter protest,0,0,0,0,0,1,https://www.jacksonville.com/news/20190610/crowd-rallies-at-hemming-park-airs-abortion-debate,,,,,
New York,,New York,NY,US,2019-06-10,,,,,,,general protestors,Against the death of a transgender women on Rikers Island,1,Rally,0,0,0,0,1,1,https://pix11.com/2019/06/10/transgender-woman-found-dead-in-rikers-cell-rally-planned-as-family-activists-demand-answers/,,,,,
Portland,,Multnomah,OR,US,2019-06-10,,,,,,,general protestors,Support refugees,1,Rally,0,0,0,0,1,1,https://www.kptv.com/news/supporters-of-oregon-bill-that-would-help-refugees-hold-rally/article_588b0930-8bb2-11e9-b884-83c9a6a8ffc2.html,,,,,
Prichard,In front of Alabama Power,Mobile,AL,US,2019-06-10,,,,,,,general protestors,Protesting Alabama Power office closing ,0,Protest,0,0,0,0,1,1,https://mynbc15.com/news/local/prichard-residents-protest-alabama-power-office-closing,,,,,
Sacramento,,Sacramento ,CA,US,2019-06-10,175 to 200 people,175,,200,,,United Methodist Congregations ,Civil Rights; Pride; Pro-LGBTQ,1,march,0,0,0,0,0,1,https://www.sacbee.com/news/local/article231214533.html,,,,,
St. Paul,State Capitol,Ramsey,MN,US,2019-06-10,hundreds; about 200,200,,200,,,general protestors,Calling for peace in Sudan ,0,Rally,0,0,0,0,1,1,https://www.mprnews.org/story/2019/06/10/hundreds-rally-at-state-capitol-calling-for-peace-in-sudan,,,,,
Syracuse ,,Onondaga,NY,US,2019-06-10,,,,,,,Let New York,Pro- Automatic Voter Registration,0,Rally,0,0,0,0,1,1,https://cnycentral.com/news/local/state-representatives-community-leaders-rally-for-automatic-voter-registration,,,,,
Texas City,Nessler Family Aquatic Center,Galveston,TX,US,2019-06-10,,,,,,,mothers,protest anti-breastfeeding policies,0,protest,0,0,0,0,1,1,https://www.nbcnews.com/news/us-news/texas-moms-hold-nurse-after-breastfeeding-mother-kicked-out-public-n1016466,,,,,
Trenton,Statehouse,Mercer,NJ,US,2019-06-10,more than a dozen ,12,,12,,,general protestors,For the use of marijuana ,0,Rally,0,0,0,0,1,1,https://www.app.com/story/news/local/new-jersey/marijuana/2019/06/10/new-jersey-marijuana-legalization-legal-weed-medical-expungement-phil-murphy/1385707001/,,,,,
Vail,Gore Creek,Eagle,CO,US,2019-06-10,about 60,60,,60,,,Sierra Club; Environment Colorado; Wilderness Workshop,Protesting Secretary of the Interior David Bernhardt,1,Protest,0,0,0,0,1,1,https://www.vaildaily.com/news/in-vail-swamp-monsters-protest-interior-secretary-david-bernhardt/,,,,,
Austin,Creeks Edge Apartments ,Travis,TX,US,2019-06-11,,,,,,,general protestors,for the city to intervene at Creeks Edge Apartments due to code violations ,0,rally,0,0,0,0,1,1,https://www.kxan.com/news/tenants-rally-for-change-at-apartments-failing-health-and-safety-codes/,,,,,
Austin,,Travis,TX,US,2019-06-11,,,,,,,general protestors,protest controversial development,0,protest,0,0,0,0,0,1,http://www.fox7austin.com/news/local-news/police-remove-protesters-from-planning-commission-meeting,,,,,
Bakersfield,Truxtun Avenue ,Kern ,CA,US,2019-06-11,,,,,,,general protestors,For Marijuana ,0,rally,0,0,0,0,1,1,https://bakersfieldnow.com/news/local/marijuana-supporters-protest-ahead-of-supervisors-meeting,,,,,
Big Stone Gap,,Wise ,VA,US,2019-06-11,,,,,,,general protestors,Against Walmart closing and people losing their jobs ,0,rally,0,0,0,0,1,1,https://www.heraldcourier.com/news/big-stone-gap-s-walmart-closing-prompts-protest/article_f8579548-3bc3-57cf-9da3-4dc69c7e6eed.html,,,,,
Birmingham,Outside of Legacy Arena,Jefferson ,AL,US,2019-06-11,,,,,,,sexual abuse survivors and victims' advocates,Against sexual abuse,0,Protest,0,0,0,0,1,1,https://www.al.com/life/2019/06/southern-baptists-will-address-clergy-sex-abuse-victims-plan-rally.html,,,,,
Chicago ,Outside the University of Chicago Medical Center campus,Cook,IL,US,2019-06-11,about a dozen or so,12,,12,,,University of Chicago Medical Center nurses; general protestors,Protesting lack of regard for nurses' documented concerns ,0,Protest,0,0,0,0,1,1,https://chicago.suntimes.com/2019/6/11/18661729/u-of-c-medical-center-nurses-protest-staff-shortages,,,,,
Elizabeth,,Union,NJ,US,2019-06-11,about three dozen,36,,36,,,general protestors,Protesting the detainment of a Somail man; protesting ICE,1,Protest,0,0,0,0,1,1,https://www.northjersey.com/story/news/new-jersey/2019/06/11/immigration-advocates-gather-support-somali-man-detained-ice-elizabeth/1418358001/,,,,,
Kooskia,Kooskia Park ,Idaho,ID,US,2019-06-11,,,,,,,general protestors,against not renewing Vincent Martinez's contract at Clearwater Valley High School ,0,rally,0,0,0,0,1,1,https://lmtribune.com/northwest/residents-rally-around-popular-high-school-teacher-at-clearwater-valley/article_472fe8bf-05f9-5b9d-ba8b-e67935bd3eda.html,,,,,
Lansing,,Ingham,MI,US,2019-06-11,,,,,,,Sierra Club,Protesting the plan to close the city's high school ,0,Protest,0,0,0,0,1,1,https://www.detroitnews.com/story/news/politics/2019/06/11/facing-protest-whitmer-says-system-failed-benton-harbor-kids/1420456001/,,,,,
New York,"Ridgewood, Queens",Queens ,NY,US,2019-06-11,,,,,,,Ridgewood Tenants Union ,Anti Rezoning,0,rally,0,0,0,0,1,1,https://qns.com/story/2019/06/12/this-comes-across-as-a-threat-ridgewood-tenants-turn-public-rezoning-forum-into-protest/,,,,,
New York ,City Hall; Manhattan,New York ,NY,US,2019-06-11,dozens,24,,24,,,general protestors,Protesting overcrowding in schools,0,Rally,0,0,0,0,0,1,https://www.chalkbeat.org/posts/ny/2019/06/11/neither-equitable-nor-excellent-advocates-rally-to-demand-de-blasio-prioritize-overcrowding/,,,,,
Plum,Plum municipal building ,Allegheny,PA,US,2019-06-11,,,,,,,Citizens 4 Plum; Protest PT,For greater participation ,0,rally,0,0,0,0,1,1,https://triblive.com/local/valley-news-dispatch/plum-gas-drilling-meeting-opened-to-public-after-brief-protest/,,,,,
Riverside,Norco College,Riverside ,CA,US,2019-06-11,More than 100,100,,100,,,general protestors,Return of Bryan Reece who was put on leave ,0,rally,0,0,0,0,1,1,https://www.pe.com/2019/06/11/norco-college-president-put-on-leave-could-be-fired-in-vote-tuesday-night/,,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",Ramsey,MN,US,2019-06-11,,,,,,,Interfaith Coalition on Immigration; University Baptist Church; Minneapolis Call to Action,"in solidarity with migrant detainees, against inhumane detention practices",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2019/06/07/june-2019-vigil/,,second Tuesday of every month,,
Salem,Statehouse,Marion ,OR,US,2019-06-11,dozens ,24,,24,,,general protestors,for lesser caseloads for public defenders and better pay: for bill HB3145 ,0,rally,0,0,0,0,1,1,https://www.oregonlive.com/news/2019/06/oregon-public-defenders-rally-for-lighter-caseloads-new-incentive-system.html,,,,,
San Bernardino,San Bernardino County Administration Building ,San Bernardino ,CA,US,2019-06-11,,,,,,,Service Employees International Union 2015,Better wages; better healthcare,0,rally,0,0,0,0,1,1,https://abc7.com/health/san-bernardino-county-caregivers-rally-for-better-wages-healthcare/5342436/,,,,,
Toledo,,Lucas,OH,US,2019-06-11,,,,,,,workers,Demaning contract negotiations from ManorCare,0,Protest,0,0,0,0,1,1,https://www.wtol.com/article/news/local/philadelphia-workers-come-to-toledo-protest-promedica/512-e68a83cd-550a-4212-874f-71e86db555fd,,,,,
Washington,,DC,DC,US,2019-06-11,about a dozen,12,,12,,,NIFA and ERS employees,Pro-Union ,1,Protest,0,0,0,0,1,1,https://www.washingtonpost.com/science/2019/06/11/usda-division-votes-unionize-employees-protest-planned-relocation/,,,,,
West Des Moines,5820 Westown Parkway,Polk ,IA,US,2019-06-11,N/A,20,,20,,,general protestors,Climate change ,1,rally,5,0,0,0,1,1,https://www.desmoinesregister.com/story/news/politics/2019/06/11/west-des-moines-donald-trump-fundraiser-protesters-arrested-west-des-moines-fundraiser/1427081001/,,,,,
Billings,,RiverStone Health,MT,US,2019-06-12,dozens,24,,24,,,general protestors,protest Mike Pence's visit,1,protest,0,0,0,0,1,1,https://billingsgazette.com/news/local/photos-crowd-turns-out-to-protest-for-vp-mike-pence/collection_c485f331-829b-5300-9f6e-3a41d1ddff22.html,,,,,
Boston,State Capitol,Suffolk ,MA,US,2019-06-12,,,,,,,Massachusetts Prescription Drug Coalition,Lower prescription drug costs,0,Protest,0,0,0,0,1,1,https://www.wwlp.com/news/state-politics/public-health-advocates-rally-to-lower-prescription-drug-costs/,,,,,
Boston,State Capitol,Suffolk ,MA,US,2019-06-12,,,,,,,Cannabis Community Car; Research Network ,Pro Marijuana ,0,rally,0,0,0,0,0,1,https://www.bostonglobe.com/news/marijuana/2019/06/12/cannabis-advocates-rally-rebuttal-prohibition/uExEIEqxHNtnw3uHx1OJtL/story.html,,,,,
Harrisburg,State Capitol,Dauphin ,PA,US,2019-06-12,more than 1000,1000,,1000,,,general protestors,for better public education funding ,0,rally,0,0,0,0,1,1,https://www.pottsmerc.com/news/pottstown-packs-punch-at-fair-funding-rally-in-harrisburg/article_88223282-8e0e-11e9-ab0c-8bb807b6f8f4.htmlhttps://lancasteronline.com/news/pennsylvania/live-updates-faith-leaders-from-lancaster-county-rally-at-capitol/article_303fec54-8d27-11e9-909b-dbf868d1405b.html,https://www.pottsmerc.com/news/buses-filling-up-for-june-fair-school-funding-rally/article_0e4abe40-88ad-11e9-bfb7-93a37fe42cfe.html,,,,
Juneau,State Capitol,Juneau ,AK,US,2019-06-12,,,,,,,public sector employees,protest potential government shutdown,0,protest,0,0,0,0,1,1,https://www.alaskapublic.org/2019/06/12/state-employees-anxious-as-government-shutdown-threat-looms/,,,,,
Kansas City,Jackson County Detention Center,Jackson ,MO,US,2019-06-12,N/A,75,,75,,,general protestors,Lawyers against dress code ,0,Protest,0,0,0,0,1,1,https://www.kctv5.com/news/kansas-city-attorneys-protest-jail-bra-policy/article_f8062320-8d63-11e9-90dd-034dc9ca2de8.html,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-06-12,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Louisville,Presbytarian Center ,Jefferson ,KY,US,2019-06-12,More than 100,100,,100,,,Presbytaran Church U.S.A; Louisville Bail Project ,Anti cash bail; criminal justice reform  ,1,Protest,0,0,0,0,1,1,https://www.courier-journal.com/story/news/2019/06/12/louisville-residents-protest-march-end-cash-bail/1435468001/,,,,,
Memphis,Frayser community,Shelby ,TN,US,2019-06-12,,,,,,,community protestors,protest shooting of community member by police,0,riot,3,0,36,1,1,1,https://abcnews.go.com/US/dozens-officers-injured-rowdy-protesters-man-shot-dead/story?id=63682056,https://heavy.com/news/2019/06/memphis-shooting-protest-riot-photo-video/,,,,
New York,Gracie Mansion,New York ,NY,US,2019-06-12,N/A,200,,200,,,general protestors,More affordable senior housing ,0,Protest,0,0,0,0,1,1,https://pix11.com/2019/06/12/nycha-seniors-rally-outside-gracie-mansion/,,,,,
New York,Manhattan and Brooklyn ,New York; Kings ,NY,US,2019-06-12,,,,,,,RAICES; Badger & Winters,Anti Trump; Anti detention camps ,1,demonstration ,0,0,0,0,0,1,https://www.silive.com/news/2019/06/tiny-cages-with-fake-crying-children-placed-in-nyc-to-protest-detention-camps-at-us-mexico-border.html,,,,,
Norwalk,City Hall ,Fairfield ,CT,US,2019-06-12,N/A,40,,40,,,SEIU 32BJ,Janitor contract negotiatiom; better compensation ,0,rally,0,0,0,0,1,1,https://www.thehour.com/business/article/Cleaners-rally-in-Stamford-Norwalk-as-contract-13975089.php,,,,,
Rapid City,federal courthouse ,Pennington ,SD,US,2019-06-12,dozens ,24,,24,,,general protestors,against new pipeline legislation ,0,rally,0,0,0,0,1,1,https://rapidcityjournal.com/news/local/dozens-rally-before-hearing-in-lawsuit-against-riot-boosting-pipeline/article_ac7e8572-f098-55e5-bc18-e6b552f50c11.html,,,,,
Salem,State Capitol,McCook ,OR,US,2019-06-12,,,,,,,general protestors,protest two climate change bills ,2,protest,0,0,0,0,1,1,https://www.capitalpress.com/ag_sectors/timber/timber-families-protest-climate-bills-at-oregon-capitol/article_5ad16108-8d3d-11e9-9ef6-577c5954e935.html,,,,,
Salem,State Capitol,McCook ,OR,US,2019-06-12,,,,,,,Habitat for Humanity,pro affordable housing bills ,0,rally,0,0,0,0,0,1,https://www.statesmanjournal.com/story/news/2019/06/12/advocates-lawmakers-push-affordable-housing-bills-oregon-legislature-ending/1431359001/,,,,,
Springfield,Union Street Elementry School,Windsor ,VT,US,2019-06-12,,,,,,,general protestors,Against child labor,0,Protest,0,0,0,0,1,1,https://www.mynbc5.com/article/fourth-grade-students-protest-against-child-labor/27972970,,,,,
St. Louis,,St. Louis City ,MO,US,2019-06-12,,,,,,,general protestors,shutting down inhumane jail; anti cash bail ,1,protest,0,0,0,0,1,1,https://www.kmov.com/news/unconstitutional-and-inhumane-activists-including-ben-jerry-s-ice-cream/article_bc8f3466-8d50-11e9-9751-5f4dde197049.html,,,,,
Stamford,,Fairfield ,CT,US,2019-06-12,N/A,60,,60,,,SEIU 32BJ,Janitor contract negotiatiom; better compensation ,0,rally,0,0,0,0,1,1,https://www.thehour.com/business/article/Cleaners-rally-in-Stamford-Norwalk-as-contract-13975089.php,,,,,
Washington,in front of US Supreme Court,DC,DC,US,2019-06-12,,,,,,,general protestors,against citizenship question in 2020 census,1,protest,0,0,0,0,1,1,https://twitter.com/FIRM_Action/status/1138874775965769728,,,,,
Washington,outside convention center,DC,DC,US,2019-06-12,,,,,,,general protestors,against Amazon cooperation with ICE,1,protest,0,0,0,0,0,1,https://twitter.com/SURJ_NoVa/status/1138917021121425408,,,,,
Washington,Lafayette Square,DC,DC,US,2019-06-12,hundreds,200,,200,,,clergy; Poor People's Campaign,Anti Trump ,1,rally,0,0,0,0,0,1,https://religionnews.com/2019/06/12/boisterous-faith-leaders-and-a-silent-pete-buttigieg-rally-against-trump-at-white-house/,https://twitter.com/jackmjenkins/status/1138826116272140290,,,,
Albany,,Albany ,NY,US,2019-06-13,,,,,,,general protestors,Oppose new Greene County jail ,0,rally,0,0,0,0,1,1,https://www.news10.com/news/local-news/advocates-hold-rally-to-oppose-new-greene-county-jail/2074810249,,,,,
Charleston ,Marion Square,Charleston  ,SC,US,2019-06-13,,,,,,,General Protestors ,Impeach Trump,1,Rally,0,0,0,0,1,1,https://www.charlestoncitypaper.com/TheBattery/archives/2019/06/13/progressive-groups-will-host-impeachtrump-rally-saturday-afternoon-at-marion-square,,,,,
Corvallis,Corvallis High School,Benton,OR,US,2019-06-13,N/A,80,,80,,,general protestors,protest recent changes to school's dual language immersion program ,0,walk out ,0,0,0,0,1,1,https://democratherald.com/news/local/chs-dual-immersion-students-protest-direction-of-program/article_a3a4ec10-57e7-573a-b284-fa5b08db972e.html,,,,,
Detroit,Woodward ,Detroit ,MI,US,2019-06-13,N/A,16,,16,,,Service Employees International union Local 1 ,for $15 an hour for security guards ,0,strike ,0,0,0,0,1,1,https://www.freep.com/story/money/business/2019/06/13/detroit-security-guard-strike/1446251001/,,,,,
Fairbanks,,Fairbanks North Star ,AK,US,2019-06-13,N/A,40,,40,,,general protestors,anti-government shutdown ,0,rally,0,0,0,0,1,1,http://www.newsminer.com/news/local_news/fairbanks-residents-rally-urge-hasty-budget-approval-from-dunleavy/article_cd390432-8e7b-11e9-8c10-4fad6e85f1b7.html,,,,,
Memphis,University of Memphis,Shelby ,TN,US,2019-06-13,more than 100,100,,100,,,general protestors,increased university employee minimun wage to $15 an hour ,0,protest,0,0,0,0,1,1,https://www.localmemphis.com/news/local-news/university-of-memphis-workers-and-students-protest-for-15-minimum-wage/2074922155,,,,,
Minneapolis,Marla's Caribbean Cuisine ,Hennepin,MN,US,2019-06-13,several dozen ,36,,36,,,general protestors,against the closing of Marla's Caribbean Cuisine ,0,rally,0,0,0,0,1,1,http://www.startribune.com/with-caribbean-restaurant-closing-patrons-protest-gentrification-in-minneapolis/511269562/,,,,,
New York,Gracie Mansion,New York,NY,US,2019-06-13,,,,,,,general protestors,to keep SHSAT,0,rally,0,0,0,0,1,1,https://www.chalkbeat.org/posts/ny/2019/06/13/nyc-mayor-holds-closed-door-meeting-about-shsat-with-some-in-asian-community-as-others-protest-outside/,,,,,
Newburgh,,Orange ,NY,US,2019-06-13,,,,,,,general protestors,seek paroled felons right to vote ,1,rally,0,0,0,0,1,1,https://midhudsonnews.com/2019/06/14/activists-rally-in-newburgh-for-parolee-voting-rights/,,,,,
Norfolk,Tidewater Park Elementary School,Norfolk City ,VA,US,2019-06-13,,,,,,,Stop the Violence ,anti gun violence ,0,march ,0,0,0,0,1,1,https://wtkr.com/2019/06/13/elementary-school-students-march-to-end-gun-violence/,,,,,
Paramus,Route 17,Bergen,NJ,US,2019-06-13,hundreds,200,,200,,,educators,protest pension cuts,0,protest,0,0,0,0,1,1,https://pix11.com/2019/06/13/paramus-teachers-protest-proposed-pension-cuts-health-care-premium-increases/,,,,,
Seattle,Robert Eagle Staff Middle School ,King ,WA,US,2019-06-13,,,,,,,general protestors,against decision to cut ties with The Urban Native Education Alliance ,0,protest,0,0,0,0,1,1,https://www.kuow.org/stories/native-community-members-protest-seattle-schools-decision-to-cut-ties-with-program-for-indigenous-youth,,,,,
Trenton,State Capitol,Mercer,NJ,US,2019-06-13,thousands ,2000,,2000,,,general protestors,support Gov. Phil Murphy's proposed tax increase on millionaires ,1,rally,0,0,0,0,1,1,https://www.burlingtoncountytimes.com/news/20190613/unions-rally-outside-of-statehouse-for-millionaires-tax,,,,,
Washington,,DC,DC,US,2019-06-13,,,,,,,general protestors,against relocation of federal jobs to Kansas city ,1,silent protest,0,0,0,0,1,1,https://www.kansascity.com/news/politics-government/article231531863.html,,,,,
Adelup,,Guam ,Guam,US,2019-06-14,dozens ,24,,24,,,general protestors,pro-choice; pro abortion doctor  ,1,rally,0,0,0,0,1,1,https://www.guampdn.com/story/news/local/2019/06/14/pro-life-pro-choice-residents-protest-adelup-guam-abortion/1447937001/,,,,,
Adelup,,Guam ,Guam,US,2019-06-14,dozens ,24,,24,,,general protestors,pro-life; anti hiring abortion doctor ,2,counter-protest,0,0,0,0,0,1,https://www.guampdn.com/story/news/local/2019/06/14/pro-life-pro-choice-residents-protest-adelup-guam-abortion/1447937001/,,,,,
Astoria,"Astoria Riverwalk, north of the Barbey Maritime Center",Clatsop,OR,US,2019-06-14,count pic,15,,15,,,Indivisible North Coast Oregon,pro-impeachment,1,rally,0,0,0,0,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/124978/signup/,https://www.dailyastorian.com/news/local/bonamici-renews-call-for-trump-impeachment-inquiry/article_147e1cec-8f8f-11e9-a0c2-333e02235755.html,,,"Wake Up, Congress! #ImpeachTrump",
Auburn,James Longley Bridge,Androscoggin,ME,US,2019-06-14,,,,,,,general protestors,pro-impeachment,1,rally,0,0,0,0,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/124984/signup/,,,,Congress Defend Our Constitution - Do Your Job,
Austin,,Travis,TX,US,2019-06-14,,,,,,,Texas Licensed Plumbers,Other; Against deregulation,0,rally,,,,,1,1,http://theparisnews.com/free/article_bfecfb58-8656-11e9-9242-6fb805f13dbb.html,,,,,
Beverly,City Hall,Essex ,MA,US,2019-06-14,,,,,,,SeniorCare Inc.; Beverly Police Department; HAWC; Beverly Council on Aging ,increase awareness of elder abuse ,0,rally,,,,,1,1,https://www.gloucestertimes.com/news/local_news/weather-postponing-elder-abuse-rallies/article_edb611d4-09e0-56c2-82fc-7b37a797530b.html,,,,,
Columbia,Statehouse,Richland,SC,US,2019-06-14,,,,,,,general protestors,pro-impeachment,1,rally,0,0,0,0,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125028/signup/,,,,#Impeach Trump Day,
Concho,near headquarters of the Cheyenne and Arapoho Tribes ,Canadian ,OK,US,2019-06-14,N/A,200,,200,,,Cheyenne and Arapaho tribal government ,Against sexual/domestic violence; Native Americans,0,rally,0,0,0,0,1,1,https://www.nbc4i.com/news/u-s-world/families-of-missing-indigenous-women-march-in-oklahoma/,,,,,
Fort Lauderdale,Federal Courthouse,Broward,FL,US,2019-06-14,,,,,,,general protestors,pro-impeachment,1,rally,0,0,0,0,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/124941/signup/,,,,No One Is Above the Law: Rally for Impeachment Hearings,
