CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Orlando,Orlando City Hall,FL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Otho,"Nelson Farm to City Square Park, Fort Dodge",IA,US,2018-09-08,,,,,,,Rise for Climate; First Nation Farmer Climate Unity March,Raising awareness about lawsuit on behalf of land owners who had property taken in order to build the Dakota Access Pipeline,1,march; rally,,,,,1,1,http://boldiowa.com/2018-first-nation-farmer-climate-unity-march/,,,,
Oxford,Memorial Park Pavilion,OH,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Paden,Paden Public Park,OK,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Pagosa Springs,Geothermal Greenhouse Project Amphitheater,CO,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Paonia,Paonia Park Gazebo,CO,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Payson,Intersection at Highway 87/260 by McDonalds,AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Pensacola,Plaza de Luna Memorial Square,FL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Philadelphia,LOVE Park,PA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Phoenix,514 W Roosevelt St,AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,,,,
Phoenix,Echo Canyon Recreation Area,AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,,,,
Phoenix,"North Mountain Visitor Center, Trail 100",AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Phoenix,South Mountain Park - Pima Canyon,AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,,,,
Phoenix,Steele Indian School Park,AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,,,,
Pittsburgh,Allegheny Commons Park West,PA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Pittsburgh,Rachel Carson Bridge,PA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,,,,
Platteville,Platteville Farmers Market at City Park,WI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Port Angeles,Hollywood Beach,WA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Portland,350 Congress St,ME,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Portsmouth,6 Congress St,NH,US,2018-09-08,FB: 102,102,,102,,,"Rise for Climate; 350 Maine, Sierra Club, Maine Conservation Voters, Poor People’s Campaign",demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://www.facebook.com/events/256681158478770/,,,
Poughkeepsie,a field next to Crafted Kup,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://www.poughkeepsiejournal.com/story/news/local/2018/09/08/rise-climate-local-residents-promote-renewable-energy-end-cricket-valley/1226602002/,,,,
Prescott,Prescott College to Courthouse Square,AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Providence,Roger Williams Memorial Park,MA,US,2018-09-08,na,175,,175,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://www.ecori.org/green-groups/2018/9/10/waterfire-protests-target-national-grid,,,
Provincetown,public access beach west of Provincetown Boatslip Resort,MA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Pueblo,Pueblo County Courthouse,CO,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Red Bank,Riverside Gardens Park ,NJ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Redondo Beach,Redondo Beach Main Library,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Reno,Virginia Lake,NV,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Richmond,Capitol Grounds,VA,US,2018-09-08,nearly 100,100,,100,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,http://bluevirginia.us/2018/09/video-photos-nearly-100-people-rally-at-the-virginia-state-capitol-for-climate-jobs-and-justice,,,
Rochester,The Gathering Space at Asbury First United Methodist Church,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,http://www.wxxinews.org/post/climate-issues-are-minds-those-rise-resilient-rochester-event,,,
Roseburg,Garden Valley Blvd,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Rutland,Vermont Farmers Food Center,VT,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Sacramento,McClatchey Park,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Salisbury,in front of the White Hart Inn,CT,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Salt Lake City,Cafeteria of Northwest Community Center,UT,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
San Antonio,Milam Park,TX,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
San Diego,started at Civic Center Plaza and ended at Embarcadero Marina Park South,CA,US,2018-09-08,about a couple thousand,2000,,2000,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/politics/sd-pg-rise-for-climate-20180908-photogallery.html,,,,
San Francisco,Embarcadero Plaza,CA,US,2018-09-08,around 30000,30000,,30000,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/2627504377474882/,https://ca.riseforclimate.org/,https://www.theguardian.com/environment/2018/sep/08/rise-for-climate-protests-san-francisco-new-york,,
San Francisco,Harry Bridges Plaza,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://www.facebook.com/events/2627504377474882/,https://ca.riseforclimate.org/,https://www.theguardian.com/environment/2018/sep/08/rise-for-climate-protests-san-francisco-new-york,,
San Pedro,San Pedro’s main thoroughfare,CA,US,2018-09-08,,,,,,,general protestors,protesting proposed construction of homeless shelter,0,protest,,,,,1,1,https://www.dailybreeze.com/2018/09/06/san-pedros-homelessness-debate-goes-loud-with-radio-show-spat-and-planned-rally/,,,,
Sandpoint,"Gardenia Center, City Beach Park, & Dog Beach Park",ID,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Sanford,Fort Mellon Park,FL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Santa Cruz,"Abbott Square, Downtown Santa Cruz",CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Santa Fe,Santa Fe Place Mall,NM,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Santa Fe,Santa Fe Plaza,NM,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Savannah,Forsythe Park,GA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Scottsdale,Scottsdale Public Library,AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Shamokin,Bandstand/Claude Kahler Park,PA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Sierra Vista,University of Arizona - South Discovery Garden,AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/98-cd-02-a-morning-to-recognize-action-on-climate-jobs-and-justice,,,
Sonora,Courthouse Park ,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
South Beach,South Beach Community Center,OR,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Spokane,Underhill Park,WA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Springfield,B.O.N.E. LLC office,IL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
St. Charles,Old St. Charles County Courthouse,MO,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
St. George,where Red Cliffs Drive turns into Telegraph Street and 3050 East transitions into Green Spring Drive,UT,US,2018-09-08,na,30,,40,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://www.thespectrum.com/story/news/2018/09/08/some-honk-some-blow-smoke-marchers-call-climate-change-action/1242386002/,,,,
St. Louis,Compton Ave. & Laclede Ave. . near Chaifetz Arena ,MO,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
St. Petersburg,,FL,US,2018-09-08,dozens,24,,24,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,http://www.baynews9.com/fl/tampa/news/2018/09/08/st--pete-residents-demand-solutions-in-climate-change-rally,,,,
