City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Stockton,Stagg High School,CA,US,2018-02-23,about 300,300,,300,,,Students,Protesting gun violence in the wake of school shooting,1,protest,5,0,0,0,1,1,https://www.naplesnews.com/story/news/local/2018/02/23/collier-teens-protest-gun-violence-rally-courthouse-student-activism-spreads-after-parkland/354308002/,http://nbc4i.com/2018/02/26/students-gun-protest-turns-violent/,,
Sturtevant,Fountain Banquet Hall,WI,US,2018-02-23,,,,,,,Stop Gun Violence,Protesting gun violence  ,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1325831837563532/,,,
Tampa,Curtis Hixon Park,FL,US,2018-02-23,about 500,500,,500,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.tampabay.com/blogs/gradebook/2018/02/23/blake-high-students-march-to-downtown-tampa-in-gun-protest/,,,
West Chester,Westtown School,PA,US,2018-02-23,about 150,150,,150,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.dailylocal.com/article/DL/20180223/NEWS/180229882,,,
Albuquerque,Central and Amherst Drive,NM,US,2018-02-24,FB: 167,167,,167,,,"AFSCME Council 18, New Mexico Federation of Labor, AFSCME Retirees, AFT New Mexico, Jobs With Justice, AFSCME",Protesting for labor unionization rights,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/178121416287781,https://www.nmfl.org/events/working-people-s-day-action,,
Atlanta,Pulliam St.,GA,US,2018-02-24,FB: 61,61,,61,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/118640072285804/,,,
Augusta,Lake Olmstead,GA,US,2018-02-24,FB: 39,39,,39,,,Progressives for Democratic Reform,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/946590135497601/,,,
Austin,Several high schools,TX,US,2018-02-24,around 1500,1500,,1500,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.mystatesman.com/news/local-education/about-500-austin-students-protest-demand-stricter-gun-control-laws/b60yVlhJytqpC8cxUZtA1I/,,,
Buffalo,U.S. District Courthouse,NY,US,2018-02-24,more than 200,200,,200,,,Western New York Labor Federation,Labor protest,0,protest,0,0,0,0,1,1,http://buffalonews.com/2018/02/24/union-rally-attracts-more-than-200-people/,,,
Chesapeake,Wells Fargo,VA,US,2018-02-24,FB: 6 ,6,,6,,,Chesapeake Pipeline Resistance,Protesting fossil fuels,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/408432682911973/,,,
Columbus,Statehouse,OH,US,2018-02-24,thousands,2000,,2000,,,For Ohio's Future,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/179508045984761/,http://www.cleveland.com/open/index.ssf/2018/02/thousands_of_union_workers_ral.html,http://www.fox19.com/story/37582170/unions-fight-legal-battle-over-fees-at-ohio-statehouse-rally,
Corbin,Central Baptist Church,KY,US,2018-02-24,hundreds,200,,200,,,South Union Mt. Zion Association of Baptist Churches,Religious rally,0,rally,0,0,0,0,1,1,http://www.thetimestribune.com/news/hundreds-gather-in-corbin-for-evangelism-conference/article_6293ce48-1a9e-11e8-8135-93c2c83908ba.html,http://www.thetimestribune.com/news/church-rally-expects-to-attend/article_9591d806-1848-11e8-b7a2-1beebbf7dcd9.html,,
Dearborn,Hemlock Park,MI,US,2018-02-24,,,,,,,general protestors,Protesting ICE,1,protest,0,0,0,0,1,1,http://www.detroitnews.com/story/news/local/wayne-county/2018/02/24/dearborn-rally-detained-rufugees/110786518/,,,
Decatur,Downtown,IL,US,2018-02-24,,,,,,,NAACP - Decatur chapter,Rallying for community improvement,1,rally,0,0,0,0,1,1,http://www.wandtv.com/story/37584895/naacp-march-focused-on-hope-dreams-for-decatur,http://herald-review.com/news/local/decatur-naacp-hosting-community-march-downtown-on-saturday/article_3b07cd88-534e-5f53-8110-e8db01ef9482.html,,
Detroit,Northwest Activities Center,MI,US,2018-02-24,FB: 69,69,,69,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/165761010719588/,,,
Fairfield,Western Hills Mall,AL,US,2018-02-24,nearly a dozen,12,,12,,,general protestors,rally for manager shot in mall,0,vigil/rally,0,0,0,0,1,1,http://www.wbrc.com/story/37584972/neighbors-rally-at-western-hills-mall-saturday-to-pray-for-peace,,,
Flemington,Historic Courthouse,NJ,US,2018-02-24,hundreds,200,,200,,,Hunterdon County Democratic Committee,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.tapinto.net/towns/flemington-slash-raritan/articles/flemington-protest-pleads-for-gun-control,,,
Fort Lauderdale,,FL,US,2018-02-24,,,,,,,general protestors,Rallying for gun control,1,rally,,,,,1,1,https://www.usatoday.com/story/news/2018/02/17/students-teachers-planning-nationwide-walkout-protest-gun-control-inaction-students-fed-up-they-plan/348752002/,,,
Grand Junction,Quincy Bar & Grill,CO,US,2018-02-24,about 30,30,,30,,,Black Lives Matter Grand Junction; general protestors,Protesting incident that occured at bar,0,protest,0,0,0,0,1,1,https://www.gjsentinel.com/news/western_colorado/gathering-protests-alleged-racial-incident-at-bar/article_29b82640-19fa-11e8-a89c-10604b9f6eda.html,,,
Jersey City,City Hall,NJ,US,2018-02-24,dozens,24,,24,,,general protestors,Protesting exorbitant taxes,0,protest,0,0,0,0,1,1,http://www.nj.com/hudson/index.ssf/2018/02/downtown_residents_protest_jersey_city_tax_reval_t.html,,,
Los Angeles,Mayor's prayer breakfast,CA,US,2018-02-24,,,,,,,general protestors,Rallying for more homeless shelters,0,rally,0,0,0,0,1,1,http://www.latimes.com/local/lanow/la-me-ln-homeless-women-protest-20180224-story.html,,,
Los Angeles,The Last Bookstore,CA,US,2018-02-24,FB: 100,100,,100,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/907712286054854/,,,
Louisville,Fern Valley Rd.,KY,US,2018-02-24,FB: 165,165,,165,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/927415460759701/,,,
Matamoras,6th St.,PA,US,2018-02-24,FB: 14,14,,14,,,general protestors,Rallying in support of Trump  ,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/1887344834912003/,,,
Memphis,Davis Federal Building,TN,US,2018-02-24,FB: 72,72,,72,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/548011825557034/,,,
Memphis,Orpheum Theatre,TN,US,2018-02-24,,,,,,,general protestors,Rallying to commemorate MLK Jr.,1,rally,0,0,0,0,1,1,https://www.commercialappeal.com/picture-gallery/news/local/2018/02/23/memphis-commemorates-i-am-a-man-march/110767470/,,,
Miami,Bayfront Park,FL,US,2018-02-24,FB: 157,157,,157,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/2063637480583057/,,,
New York,Foley Square,NY,US,2018-02-24,more than 10000,10000,,10000,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/2015541808714049/,https://www.newsday.com/news/new-york/union-dues-de-blasio-1.16937474,,
Newport,,WA,US,2018-02-24,about 100,100,,100,,,general protestors,Protesting proposed silicon smelter,1,protest,0,0,0,0,1,1,https://www.kxly.com/news/newport-marchers-protest-proposed-smelter/706950400,,,
North Adams,City Hall,MA,US,2018-02-24,some 40,40,,40,,,"Ben Power; Sexual Minorities Educational Foundation; Berkshire Pride; the Elizabeth Freeman Center; the Trans-Caucus of Workers World Party in Boston; Gay and Lesbian Advocates and Defenders (GLAD); Network La Red, UniTy of the Pioneer Valley ",Protesting violence against members of the transgender community; protesting domestic violence,1,rally,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2018/02/north_adams_rally_hopes_to_bri.html,http://www.iberkshires.com/story/56740/Local-Woman-s-Murder-Sparks-Rally-to-Raise-Transgender-Awareness.html,,
Parkland,Douglas High School,FL,US,2018-02-24,,,,,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,https://wsvn.com/news/local/protesters-call-for-assault-weapons-ban-march-past-stoneman-douglas-high/,,,
Philadelphia,Paine Plaza,PA,US,2018-02-24,more than 1000,1000,,1000,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/548454328850801/,http://www.philly.com/philly/news/crime/supreme-court-afscme-mark-janus-labor-philadelphia-20180224.html,,
Providence,State Capitol,RI,US,2018-02-24,150 or so,150,,150,,,Indivisible RI,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/309918376197871/,http://www.providencejournal.com/news/20180224/150-protest-trump-agenda-at-ri-state-house-rally,,
Racine,Memorial Hall,WI,US,2018-02-24,,,,,,,Bryce Election Campaign,Campaign rally,1,rally,0,0,0,0,1,1,http://www.wisn.com/article/watch-bernie-sanders-speaks-at-campaign-rally-for-randy-bryce/18709353,,,
Reno,Wingfield Park to Mission St.,NV,US,2018-02-24,about 600,600,,600,,,general protestors,Rallying for the homeless,0,rally,0,0,0,0,1,1,http://www.kolotv.com/content/news/Hundreds-march-in-Reno-Saturday-to-raise-awareness-of-the-homeless-475058853.html,,,
San Diego,Convention Center Park,CA,US,2018-02-24,FB: 277,277,,277,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1772955592999608/,,,
San Francisco,Montgomery St.,CA,US,2018-02-24,FB: 143,143,,143,,,Resistance SF,"Protesting fossil fuels, rallying for indigenous rights",1,rally,0,0,0,0,1,1,https://www.facebook.com/events/773784619493453/,,,
Sioux Falls,Labor Temple,SD,US,2018-02-24,FB: 2,2,,2,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/327274151009796/,,,
St. Louis,Old Courthouse,MO,US,2018-02-24,about 100 to 150,100,,150,,,general protestors,Labor protest,0,protest,0,0,0,0,1,1,http://www.stltoday.com/news/local/govt-and-politics/labor-democrats-rally-at-old-courthouse-to-oppose-right-to/article_5b5d60c0-ab15-5c59-a565-659e60509e13.html,,,
St. Paul,State Capitol,MN,US,2018-02-24,hundreds; FB: 296,200,,296,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/655460597911608/,http://www.startribune.com/union-supporters-rally-at-state-capitol/475047833/,,
Tulsa,County Courthouse,OK,US,2018-02-24,more than 80,80,,80,,,DREAM Act Tulsa,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.tulsaworld.com/news/local/we-all-deserve-to-be-here-immigration-activists-rally-to/article_ea87aaca-2f82-5829-a0be-21c49f8cf6d0.html,,,
Washington  ,Freedom Plaza,DC,US,2018-02-24,FB: 275,275,,275,,,Jobs With Justice,Rallying for worker's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/216628942228777/,,,
Waterloo,Waterloo Post Office,IA,US,2018-02-24,2,2,,2,,,Larry Stumme and Rev. Abraham Funchess,Protesting gun violence in the wake of school shooting,1,rally,0,0,0,0,0,1,http://wcfcourier.com/news/local/local-pastors-to-rally-against-gun-violence-saturday/article_3458f8aa-1e59-5d0d-b94e-b4483605768b.html,,,
Waterloo,Waterloo Water Works,IA,US,2018-02-24,more than 30,30,,30,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://wcfcourier.com/news/local/waterloo-rally-draws-gun-violence-protestors/article_1d1ca0f9-2046-5168-88d0-344725b1f35b.html,,,
West Hartford,Colt's Manufacturing; New Park Ave,CT,US,2018-02-24,picture,9,,9,,,Indivisible CT,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,Facebook,,,
Westminster,Taco Bell,CA,US,2018-02-24,FB: 364,364,,364,,,general protestors,Protesting closure of local Taco Bell,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/206093273285299/,,,
Williamsport,The Green,PA,US,2018-02-24,about 35,35,,35,,,Lycoming County Progressives,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.sungazette.com/news/top-news/2018/02/locals-rally-to-show-support-for-survivors/,,,
Wilmington,intersection of College Rd. and Oleander Dr.,NC,US,2018-02-24, about 30,30,,30,,,general protestors,Protest Concentrated Animal Feeding Operations,0,protest,0,0,0,0,1,1,http://www.wbtv.com/story/37584024/factory-farm-protesters-display-20-foot-sign-in-front-of-wilmington-trader-joes,,,
Yakima,Convention Center,WA,US,2018-02-24,more than two dozen,24,,24,,,general protestors,Protesting NRA fundraiser,1,protest,0,0,0,0,1,1,https://www.seattletimes.com/seattle-news/friends-of-nra-fundraiser-draws-protests-in-yakima/,,,
Amarillo,,TX,US,2018-02-25,,,,,,,general protestors,Protesting closure of local homeless refuge,0,protest,0,0,0,0,1,1,http://www.newschannel10.com/story/37588132/local-residents-homeless-continue-to-march-for-christ-church-camp,,,
Ambridge,Ambridge Area High School,PA,US,2018-02-25,more than 100 ,100,,100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.post-gazette.com/local/west/2018/02/26/Ambridge-guns-Parkland-school-shooting-armed-teachers-vigil/stories/201802260051,,,
Buffalo,City Hall,NY,US,2018-02-25,,,,,,,general protestors,Rallying for trans rights,1,rally,0,0,0,0,1,1,http://www.wgrz.com/article/news/local/rally-held-for-equality-death-of-transgender-woman-still-under-investigation/71-523316048,,,
Castle Rock,Douglas County Fairgrounds,CO,US,2018-02-25,FB: 156,156,,156,,,Pro Police Rally Colorado,Rallying for law enforcement,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/313876622454165/,,,
Comfort,Kendall County Youth Center,TX,US,2018-02-25,FB: 9,9,,9,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/205096136736708/,,,
East Brunswick,East Brunswick High School,NJ,US,2018-02-25,Nearly 500,500,,500,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/local/outreach/caring-communities/2018/02/26/east-brunswick-vigil-participants-vow-continue-gun-violence-dialogue/372956002/,,,
Elgin,College Green Dr.,IL,US,2018-02-25,dozens,24,,24,,,Fox Valley Voices for Democracy,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.dailyherald.com/news/20180225/elgin-rally-honors-florida-shooting-victims-supports-gun-control,,,
Fort Wayne,Allen County Courthouse,IN,US,2018-02-25,more than 400,400,,400,,,Moms Demand Action,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.journalgazette.net/news/local/20180225/hundreds-rally-at-courthouse-to-demand-gun-violence-action,http://wane.com/2018/02/25/400-rally-for-anti-gun-violence-at-allen-co-courthouse/,http://www.journalgazette.net/news/local/schools/20180219/ipfw-student-reacts-to-school-violence-with-rally,
Holden,Wachusett Regional High School,MA,US,2018-02-25,about 1100,1100,,1100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.telegram.com/news/20180225/sen-warren-blasts-nra-at-wachusett-regional-rally,,,
Humble,Cabritos Garza,TX,US,2018-02-25,FB: 17 ,17,,17,,,Houston Animal Save,Protesting slaughtering of animals,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/380607912400961/,,,
Knoxville,Unitarian Universalist Church,TN,US,2018-02-25,about 300,300,,300,,,Moms Demand Action - TN,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1020392198100881/,https://www.knoxnews.com/story/news/2018/02/25/parkland-shooting-vigil-knoxville-unitarian-universalist-church/367092002/,,
Lansing,Lansing Center,MI,US,2018-02-25,,,,,,,general protestors,"Bernie Sander rally ""NOT ONE PENNY""; Anti GOP tax Palan",1,rally,0,0,0,0,0,1,https://www.metrotimes.com/news-hits/archives/2018/02/19/bernie-sanders-is-coming-to-michigan-to-rally-against-the-gop-tax-plan?utm_source=widget&utm_medium=toc&utm_campaign=rightrail&utm_content=TabbedPopularity,,,
Lansing,State Capitol,MI,US,2018-02-25,thousands,2000,,2000,,,general protestors,Protesting GOP tax plan;,1,protest,0,0,0,0,1,1,https://twitter.com/taxmarch/status/967895179112968193,,,
Las Cruces,Sunrise Lions Club,NM,US,2018-02-25,,,,,,,general protestors,Protesting gun show,1,protest,0,0,0,0,1,1,http://krqe.com/2018/02/26/some-speak-out-against-las-cruces-gun-event/,,,
Linden,St. John Church,NJ,US,2018-02-25,FB: 7,7,,7,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1570382329749347/,,,
Livingston,Temple B'Nai Abraham,NJ,US,2018-02-25,more than 2100,2100,,2100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.nj.com/essex/index.ssf/2018/02/parkland_students_rally_in_nj_alongside_menendez_for_gun_control_reform.html,https://www.jta.org/2018/02/26/news-opinion/united-states/teen-survivors-of-parkland-shooting-draw-2100-to-nj-synagogue-rally,,
Malibu,Zuma Beach,CA,US,2018-02-25,nearly 1000,1000,,1000,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://abc7.com/politics/students-parents-march-in-malibu-for-better-gun-control/3139374/,,,
Martinsburg,Foxcroft Ave.,WV,US,2018-02-25,at least 300,300,,300,,,general protestors,Rallying for teacher's contracts,0,rally,0,0,0,0,1,1,https://www.heraldmailmedia.com/news/tri_state/west_virginia/hundreds-rally-in-martinsburg-to-support-teachers-state-employees/article_3f9c207a-9de6-5259-872f-a065357d7381.html,,,
Minneapolis,Lutheran Church of Hope,MN,US,2018-02-25,FB: 8,8,,8,,,general protestors,Rallying for immigrants,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1549033665213427/,,,
Montgomery,,AL,US,2018-02-25,,,,,,,general protestors,Protesting police shooting of local man,0,protest,0,0,0,0,1,1,http://www.wsfa.com/story/37587791/prayer-vigil-held-for-man-shot-killed-by-montgomery-police-officer,,,
Mt. Kisco,Bittersweet Ln.,NY,US,2018-02-25,FB: 33,33,,33,,,general protestors,Rallying for better environmental policy,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/385107201912692/,,,
Muncie,Mount Pleasant Blvd.,IN,US,2018-02-25,nearly 30,30,,30,,,general protestors,Protesting lead plant,0,protest,0,0,0,0,1,1,http://www.thestarpress.com/story/news/local/2018/02/25/demonstrators-march-front-exide-lead-plant/371400002/,,,
Myrtle Beach,Convention Center  ,SC,US,2018-02-25,FB: 9,9,,9,,,Horry County Democratic Party,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/117937315638545/,http://wpde.com/news/local/activists-protest-myrtle-beach-gun-show-following-florida-school-shooting,,
New York,Lower Manhattan,NY,US,2018-02-25,hundreds,200,,200,,,general protestors,Labor protest,0,protest,0,0,0,0,1,1,https://www.northcountrypublicradio.org/news/story/35702/20180226/mayor-governor-join-nyc-union-rally-ahead-of-key-court-case,,,
Parkland,Stoneman Douglas High School,FL,US,2018-02-25,hundreds,200,,200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://miami.cbslocal.com/2018/02/25/msd-senior-returning-school-nra/,,,
Rocklin,Intersection of Bradford Pl. and Wyckford Blvd.,CA,US,2018-02-25,FB: 49,49,,49,,,Black Lives Matter Sacramento,Protesting police shooting of local man,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1835350109810920/,,,
Rockville,Unitarian Congregation of Rockville,MD,US,2018-02-25,hundreds,200,,200,,,Moms Demand Action,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://wjla.com/news/local/anti-gun-violence-group-moms-demand-action-draws-hundreds-to-rally-in-rockville,,,
San Francisco,Washington Square,CA,US,2018-02-25,FB: 33,33,,33,,,Bay Area Animal Save,Protesting slaughtering of animals,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/606828382982663/,,,
Seattle,,WA,US,2018-02-25,more than 500,500,,500,,,GreenCard Reform,Rallying for easier access to green cards,1,rally,0,0,0,0,1,1,http://www.indiawest.com/news/global_indian/hoping-to-reduce-green-card-backlog-indian-american-activist-group/article_f922fd7e-1cd9-11e8-90b2-978078752b19.html,,,
Sonora,Courthouse Square,CA,US,2018-02-25,more than 100,100,,100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.uniondemocrat.com/localnews/6040719-151/gun-violence-vigil-in-sonora-draws-over-100,,,
Springfield,Old State Capitol,IL,US,2018-02-25,hundreds,200,,200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://foxillinois.com/news/local/springfield-residents-hold-candlelight-vigil-for-florida-victims-02-26-2018,,,
St. Louis,North Grand St.,MO,US,2018-02-25,dozens,24,,24,,,general protestors,Rallying to end the violence,0,rally,0,0,0,0,1,1,http://fox2now.com/2018/02/25/better-family-life-and-pastors-host-rally-to-stop-violence-in-north-st-louis/,,,
Waco,McLennan County Courthouse,TX,US,2018-02-25,,,,,,,Bikers,Rallying to change the perception about bikers,0,rally,0,0,0,0,1,1,http://www.kwtx.com/content/news/Bikers-rally-in-front-of-McLennan-County-Courthouse-475111753.html,,,
Allentown,Center City,PA,US,2018-02-26,more than 50,50,,50,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://www.mcall.com/business/mc-biz-union-rally-allentown-fair-use-fees-20180226-story.html,,,
Amherst,Umass Amherst,MA,US,2018-02-26,,,,,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://wwlp.com/2018/02/26/unionized-city-workers-rally-at-umass-amherst/,,,
Annapolis,Statehouse,MD,US,2018-02-26,hundreds,200,,200,,,CASA in Action,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://baltimore.cbslocal.com/2018/02/26/immigrant-action-night/,,,
Annapolis,,MD,US,2018-02-26,about 200,200,,200,,,general protestors,Rallying for educational change,0,rally,0,0,0,0,0,1,http://wjla.com/news/local/educators-rally-to-change-prince-georges-county-school-board-structure,,,
Arlington,Crystal Dr.,VA,US,2018-02-26,,,,,,,American Public Power Association,Rallying for legislative action,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/2093736410848247/,,,
Austin,Akins High School,TX,US,2018-02-26,,,,,,,high school students,Protesting gun violence in the wake of school shooting,1,walk out; protest,0,0,0,0,1,1,http://www.kvue.com/article/news/local/akins-high-school-students-walk-out-in-protest-calling-for-stricter-gun-control-laws/269-523523198,,,
Bakersfield,Downtown,CA,US,2018-02-26,Photo: a handful,5,,5,,,general protestors,Protesting in-school suspensions,0,protest,0,0,0,0,1,1,http://bakersfieldnow.com/news/local/rally-held-in-bakersfield-calling-for-end-to-disruption-defiance-suspensions-in-schools,,,
Bakersfield,Liberty Bell,CA,US,2018-02-26,,,,,,,Union workers,Labor protest,0,protest,0,0,0,0,0,1,http://www.bakersfield.com/news/union-members-hold-rally-for-jobs-at-liberty-bell/article_d6d87a10-1b84-11e8-b2ee-1f3dc12aabcc.html,,,
Baton Rouge,Construction Site,LA,US,2018-02-26,,,,,,,general protestors,Protesting Bayou Bridge Pipeline,1,protest,3,0,0,0,1,1,https://www.usnews.com/news/best-states/louisiana/articles/2018-02-26/the-latest-3-arrested-at-louisiana-oil-pipeline-protest,http://www.fox8live.com/story/37596889/the-latest-3-arrested-at-louisiana-oil-pipeline-protest,,
Beaver,Beaver County Courthouse,PA,US,2018-02-26,about 30,30,,30,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://www.timesonline.com/news/20180226/beaver-county-labor-leaders-rally-in-wake-of-janus-case,,,
Berkeley,Sproul Plaza,CA,US,2018-02-26,FB: 57,57,,57,,,Students Organize for Syria at Berkeley,Protesting humanitarian crisis in Syria,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/802472723286791/,,,
Boston,Boston Fire Department headquarters,MA,US,2018-02-26,,,,,,,Labor Leaders,Protest and reaffirm worker rights,0,protest,0,0,0,0,0,1,,,,
Boston,Boston University,MA,US,2018-02-26,around 100,100,,100,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://dailyfreepress.com/blog/2018/02/26/students-rally-against-gun-violence-following-parkland-shooting/,,,
Burlington,University of Vermont,VT,US,2018-02-26,,,,,,,NoNames for Justice,Protesting racism on campus,0,protest,0,0,0,0,1,1,https://www.sevendaysvt.com/OffMessage/archives/2018/02/26/uvm-group-calls-for-walkout-as-deans-meet-with-student-leaders,,,
Charleston,State Capitol,WV,US,2018-02-26,thousands,2000,,2000,,,general protestors,Labor protest,0,protest,0,0,0,0,1,1,http://www.wdtv.com/content/news/Thousands-pack-capitol-lawn-for-teacher-rally-strike-to-continue-Tuesday-475191213.html,,,
Cherry Hill,Cherry Hill High School East,NJ,US,2018-02-26,,,,,,,Students,Protesting suspension of teacher,0,protest,0,0,0,0,1,1,http://philadelphia.cbslocal.com/2018/02/26/cherry-hill-east-students-protest/,,,
Chicago,Federal Plaza 219 S Dearborn St,IL,US,2018-02-26,FB: 78,78,,78,,,JCUA - Jewish Council on Urban Affairs,Purim Immigration Action in the Spirit of Esther; DACA protest,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/211051519445162/,,,
Chicago,The Loop,IL,US,2018-02-26,about 100,100,,100,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,https://chicago.suntimes.com/news/unions-rally-in-loop-over-fair-share-case-being-heard-before-supreme-court/,,,
Clinton,Anderson County courthouse,TN,US,2018-02-26,roughly a dozen,12,,12,,,general protestors,Protesting county clerk accused of sexual assault,0,protest,0,0,0,0,1,1,http://www.wate.com/news/local-news/quiet-protest-held-outside-anderson-co-courthouse-amid-sex-harassment-allegations/992614293,,,
Davie,Western High School,FL,US,2018-02-26,hundreds,200,,200,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.nbcmiami.com/news/local/Students-Leave-Classes-at-Davie-School-in-Latest-Protest-For-Gun-Law-Reform-After-Parkland-Shooting-475183473.html,,,
Decatur,Macon County Courthouse,IL,US,2018-02-26,,,,,,,Illinois Pet Law Changes,Animal rights protest,0,protest,0,0,0,0,1,1,http://www.wandtv.com/story/37595469/group-holds-protest-to-combat-animal-cruelty,,,
Evansville,Downtown,IN,US,2018-02-26,dozens,24,,24,,,Sierra Club,Protesting proposed power plant,1,protest,0,0,0,0,1,1,http://www.tristatehomepage.com/news/local-news/dozens-protest-vectren-natural-gas-power-plant/993100813,,,
Fall River,,MA,US,2018-02-26,more than 100,100,,100,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://wpri.com/2018/02/26/as-scotus-prepares-to-hear-union-dues-case-fall-river-workers-rally-to-protect-unions/,,,
Gilroy,Chestnut St.,CA,US,2018-02-26,,,,,,,general protestors,Protesting police shooting of local man,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/968933646592600/,,,
Greenfield,Greenfield Community College,MA,US,2018-02-26,Photo: at least a dozen,12,,12,,,general protestors,Labor protest,0,protest,0,0,0,0,1,1,http://www.recorder.com/Unions-rally-in-Greenfield-as-a-part-of-national-day-of-support-15835540,,,
Greensburg,Westmoreland County Courthouse,PA,US,2018-02-26,about 60,60,,60,,,Union workers,Labor protest,0,protest,0,0,0,0,1,1,http://triblive.com/local/westmoreland/13354652-74/union-supporters-rally-in-greensburg-against-supreme-court-case,,,
