CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,,,,
Waterbury,Grand St,,CT,US,2020-10-12,,,,,,,NAACP of Greater Waterbury,for removal of statue of Christopher Columbus,1,protest,,,,,1,1,,,,https://www.wtnh.com/news/connecticut/new-haven/naacp-of-greater-waterbury-to-hold-peaceful-protest-calling-for-removal-of-christopher-columbus-statue/,https://www.wtnh.com/news/connecticut/new-haven/naacp-of-greater-waterbury-to-hold-peaceful-protest-calling-for-removal-of-christopher-columbus-statue/,,,,,,,,,,,,,,,,,
Webster,"Webster Plaza, 980 Ridge Rd",,NY,US,2020-10-12,,,,,,,Being Black in the Burbs,"against racism, against police violence, against town supervisor",1,protest,2,0,0,0,1,1,,,,https://spectrumlocalnews.com/nys/rochester/news/2020/10/12/blm-protest-in-webster-takes-aim-at-town-supervisor-tom-flaherty,https://www.rochesterfirst.com/news/local-news/police-two-arrested-during-webster-protest/,https://www.democratandchronicle.com/story/news/2020/10/13/webster-ny-police-being-black-in-the-burbs-group-offer-dueling-accounts-of-arrests/5979529002/,,,,,,,,,,,,,,,,
Why,Border Patrol checkpoint on SR-85 in western Pima County,,AZ,US,2020-10-12,,,,,,,O'odham Land and Water protectors,against border wall,1,protest,12,0,0,0,1,1,,,,https://www.kold.com/2020/10/12/protesters-arrested-border-patrol-checkpoint-sr-/,https://www.kgun9.com/news/local-news/cbp-12-individuals-taken-into-custody-after-border-wall-protest,https://www.azcentral.com/story/news/politics/immigration/2020/10/13/dps-troopers-fire-tear-gas-rubber-bullets-az-border-wall-protest/3646050001/,Several arrested at Indigenous Peoples Day protest near border checkpoint west of Tucson | Local news | tucson.com,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-10-12,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Youngstown,Youngstown State University,,OH,US,2020-10-12,,,,,,,Youngstown State University-Ohio Education Association,"for better salaries and health insurance for university faculty, for shared governance of university, for protections against layoffs for most vulnerable faculty, for right for faculty to profit from their work",0,strike; picket,,,,,1,1,,,,https://businessjournaldaily.com/with-strike-started-ysu-and-union-hopeful-for-quick-agreement/,https://www.mahoningmatters.com/local-news/ysu-oea-strike-begins-amid-negotiation-progress-2784827,https://www.wkbn.com/news/local-news/as-ysu-students-go-on-fall-break-faculty-begins-strike/,,,,,,,,,,,,,,,,
Acworth,Cowan Historic Mill,,GA,US,2020-10-13,about 80,80,,80,,,Trump supporters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. Ivanka Trump and David Perdue,,Ivanka Trump rallies for David Perdue in Acworth (ajc.com),https://apnews.com/article/election-2020-donald-trump-senate-elections-georgia-david-perdue-819dc435ca9dfe3f866e11d595e86378,,,,,,,,,,,,,,,,,
Augusta,Maine CDC,,ME,US,2020-10-13,dozens,24,,24,,,Mainers Against Mask Mandates,against unconstitutional state coronavirus mask mandates,2,protest,0,0,0,0,1,1,,,,https://wgme.com/news/local/protest-to-be-held-against-strengthened-mask-restrictions-in-maine,Dozens gather to protest Maine’s mask mandate (wabi.tv),,,,,,,,,,,,,,,,,
Beverly Hills,home of Jeff Bezos,,CA,US,2020-10-13,FB: 15,15,,15,,,Amazon employees; Warehouse Worker Resource Center,for better workplace protections for Amazon workers during COVID pandemic,0,vigil,,,,,1,1,,,,Amazon workers to protest on Prime Day citing safety concerns | TheHill,Prime Day Vigil to Protect Amazon Workers (facebook.com),,,,,,,,,,,,,,,,,
Boise,State St,,ID,US,2020-10-13,,,,,,,general protesters,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,demonstration,,,,,1,1,,,,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,,,,,,,,,,,,,,,,,
Buffalo,Robert H. Jackson Federal Courthouse,,NY,US,2020-10-13,count pic,6,,6,,,general protestors,against confirmation of Amy Coney Barrett to U.S. Supreme Court,1,protest,0,0,0,0,1,1,,,,Protesters quietly suggest a 'Handmaid's Tale' in downtown Buffalo protest | WBFO,,,,,,,,,,,,,,,,,,
Cincinnati,,,OH,US,2020-10-13,,,,,,,general protestors,for Joe Biden,1,rally,,,,,1,1,,,,https://www.detroitnews.com/story/news/local/oakland-county/2020/10/10/eric-trump-host-tuesday-rally-oakland-county-gun-shop/5952344002/,,,,,,,,,,,,,,,,,,
Colorado Springs,Colorado Springs City Hall,,CO,US,2020-10-13,,,,,,,Colorado Springs Indigenous Community; Abolish Columbus Day Colorado Springs; Haseya Advocate Program,for native peoples' rights,1,rally,,,,,1,1,,,,https://www.facebook.com/events/733431470587716/,,,,,,,,,,,,,,,,,,
Dallas,,,CA,US,2020-10-13,,,,,,,general protestors,anti ICE; prevent deportation of asylum seekers,1,direct action,,,,,1,1,,blockade,,https://twitter.com/MigrantFreedom/status/1316061376259993600,,,,,,,,,,,,,,,,,,
Dallas,Dallas City Hall,,TX,US,2020-10-13,,,,,,,Not My Son,"against racism, for voting rights",1,march,,,,,0,1,,March to the Polls,,https://www.centraltrack.com/things-to-do-in-dallas-go-to-a-protest/,,,,,,,,,,,,,,,,,,
Dallas,Dallas City Hall,,TX,US,2020-10-13,,,,,,,We Take the Streets,"against racism, against police violence",1,protest,,,,,0,1,,March to the Polls,,https://www.centraltrack.com/things-to-do-in-dallas-go-to-a-protest/,,,,,,,,,,,,,,,,,,
Dallas,,,TX,US,2020-10-13,,,,,,,general protesters,for Joe Biden,1,rally,,,,,1,1,,Feat. Jill Biden,,https://abc13.com/jill-biden-visits-houston-democratic-race-2020-presidential-early-voting-rally-in-texas/7007319/,,,,,,,,,,,,,,,,,,
Des Moines,Iowa Statehouse,,IA,US,2020-10-13,about 150,150,,150,,,Trump supporters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. Donald Trump Jr.,,Donald Trump Jr. visits Des Moines (kcci.com),,,,,,,,,,,,,,,,,,
Dolgeville,,,NY,US,2020-10-13,over 100,100,,100,,,Herkimer County Republican Party,"for police, for President Trump, for Republican candidates for office",2,rally,,,,,1,1,,,,https://www.mytwintiers.com/news-cat/congresswoman-stefanik-attends-back-the-blue-gop-rally-in-herkimer-county/,https://mylittlefalls.com/herkimer-county-republicans-hold-rally/,,,,,,,,,,,,,,,,,
Draper,Department of Corrections,,UT,US,2020-10-13,,,,,,,ACLU of Utah,in protest of the handling of a COVID-19 outbreak at the prison,1,rally; vigil,0,0,0,0,1,1,,,,https://www.hjnews.com/news/state/278-utah-inmates-contract-covid-19-families-host-protest/article_e645e08d-a94a-5339-a1ed-c7ef7ae269ff.html,,,,,,,,,,,,,,,,,,
Durango,,,CO,US,2020-10-13,,,,,,,local students and a teacher,for action to fight climate change,1,protest,0,0,0,0,1,1,,,,Durango School District 9-R finds policy violations in climate change rally that turned nasty – The Durango Herald,,,,,,,,,,,,,,,,,,
El Paso,"Centennial Plaza, University of Texas El Paso",,TX,US,2020-10-13,,,,,,,general protesters,for Joe Biden,1,rally,0,0,0,0,1,1,,Feat. Jill Biden,,https://www.elpasotimes.com/story/news/2020/10/13/jill-biden-beto-orourke-el-paso-rally-vote-texas-election/5974807002/,,,,,,,,,,,,,,,,,,
Evanston,Northwestern University,,IL,US,2020-10-13,,,,,,,NU Community Not Cops,"against racism, for abolishing university police",1,march,,,,,1,1,,,,https://dailynorthwestern.com/2020/10/19/campus/disarm-defund-disband-students-are-marching-every-day-until-northwestern-abolishes-nupd/,,,,,,,,,,,,,,,,,,
Fort Collins,Nick's Italian Restaurant,,CO,US,2020-10-13,roughly 30,30,,30,,,general protesters,for Democratic candidate for U.S. Senate John Hickenlooper,1,rally,,,,,1,1,,,,https://collegian.com/2020/10/category-media-u-s-senate-candidate-john-hickenlooper-pre-debate-rally/,,,,,,,,,,,,,,,,,,
Gahanna,,,OH,US,2020-10-13,,,,,,,Gahanna-Jefferson Education Association,against district plan for hybrid schooling during coronavirus pandemic,0,strike; picket,,,,,1,1,,,,https://www.nbc4i.com/video/gahanna-jefferson-teachers-go-on-strike-after-contract-talks-fail/5933098/,https://abc6onyourside.com/news/local/still-no-announcement-from-gahanna-schools-on-a-hybrid-model-decision,https://www.dispatch.com/story/news/2020/10/13/gahanna-teachers-brink-going-out-strike/5974061002/,,,,,,,,,,,,,,,,
Greensboro,Guilford County Board of Education building,,NC,US,2020-10-13,more than a dozen,12,,12,,,teachers,against reopening schools during COVID,0,protest,0,0,0,0,1,1,,,,Educators rally outside the Guilford County Board of Education building ahead of meeting | myfox8.com,,,,,,,,,,,,,,,,,,
Hailey,Blaine County School District,,ID,US,2020-10-13,60-70,60,,70,,,students,for allowing high school sports postseason during coronavirus pandemic,0,demonstration,,,,,1,1,,,,https://www.mtexpress.com/news/local-prep-protesters-get-voices-heard/article_1a47a972-0f40-11eb-9c07-3fde0c8b3730.html,https://www.mtexpress.com/news/education/blaine-county-coaches-athletes-plan-protest-to-play/article_c4cb72e6-0cb8-11eb-a723-831341e2091a.html,,,,,,,,,,,,,,,,,
HIlbert,,,WI,US,2020-10-13,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. Ivanka Trump,,Eric Trump rallies Wisconsin GOP at Menomonee Falls bowling alley (wisconsinrapidstribune.com),"Ivanka Trump rallies supporters in Hilbert, Wisconsin (cbs58.com)",,,,,,,,,,,,,,,,,
Houston,NRG Stadium,,TX,US,2020-10-13,,,,,,,general protesters,for Joe Biden,1,drive-in rally,,,,,1,1,,Feat. Jill Biden,,https://abc13.com/jill-biden-visits-houston-democratic-race-2020-presidential-early-voting-rally-in-texas/7007319/,,,,,,,,,,,,,,,,,,
Jackson,outside office and home of District Attorney Jody Pickens; outside Lowell Thomas State Office Building,,TN,US,2020-10-13,nearly 50,50,,50,,,general protesters; Jackson City Court Clerk Daryl Hubbard and local activist Tracy Boyd,"against wrongful prosecution, against racism",1,protest,,,,,1,1,,,,https://www.wbbjtv.com/2020/10/13/protesters-gather-in-front-of-district-attorneys-office-and-home/,https://www.jacksonsun.com/story/news/2020/10/14/city-court-clerk-joins-protesters-against-district-attorney/3650300001/,,,,,,,,,,,,,,,,,
Johnstown,John Murtha Johnstown-Cambria County Airport,,PA,US,2020-10-13,6000-10000,6000,,10000,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,Feat. President Trump,,https://www.tribdem.com/news/photo-gallery-hundreds-arrive-early-for-trump-reelection-rally-in-johnstown/article_95437ad0-0d78-11eb-8e6a-670d12a39e96.html,https://wjactv.com/news/local/hundreds-gather-at-johnstown-airport-awaiting-president-trumps-arrival,https://heavy.com/news/trump-pennsylvania-rally-crowd-photos-johnstown/,https://www.wtae.com/article/president-trump-to-deliver-remarks-at-johnstown-rally/34335548#,"President Trump holds campaign rally at Johnstown, Pa. airport: watch his speech - nj.com",Hundreds arrive early for Trump reelection rally in Johnstown | Election | dailyitem.com,https://www.tribdem.com/news/washington-county-man-pleads-not-guilty-to-trespassing-at-trump-rally/article_eeb555ea-242d-11eb-a50c-c3c157c3e43c.html,,,,,,,,,,,,
Kansas City,KCMO City Hall,,MO,US,2020-10-13,,,,,,,general protesters,"against racism, for defunding police, for firing police Chief Rick Smith",1,occupation,,,,,1,1,,,,https://news.yahoo.com/kansas-city-protests-continue-officer-205000479.html,,,,,,,,,,,,,,,,,,
Laredo,,,TX,US,2020-10-13,,,,,,,Get Out the Vote Coalition,for voter registration,0,rally,0,0,0,0,1,1,,,,https://www.lmtonline.com/news/article/Get-out-the-Vote-Coalition-rallies-young-voters-15650913.php,,,,,,,,,,,,,,,,,,
Los Alamos,Los Alamos Public Schools,,NM,US,2020-10-13,,,,,,,parents,for resuming in-person schooling during coronavirus pandemic,0,protest,,,,,1,1,,,,https://losalamosreporter.com/2020/10/11/parent-group-plans-protest-tuesday-outside-laps-offices-to-ask-for-return-to-in-person-education/,,,,,,,,,,,,,,,,,,
Martinez,Contra Costa County Superior Court,,CA,US,2020-10-13,about 60,60,,60,,,Martizians for Black Lives; East Bay Resistance; EMPACT; Together We Stand,for accountability for people who vandalized Black Lives Matter mural,1,protest,1,0,0,0,1,1,20201013-martinez-blm,argued and scuffled with counter-protester,,https://www.instagram.com/p/CF8OGDth4Em/,https://sanfrancisco.cbslocal.com/2020/10/13/2-cited-confrontation-protest-courthouse-hearing-alleged-martinez-blm-mural-vandals/,,,,,,,,,,,,,,,,,
Martinez,Contra Costa County Superior Court,,CA,US,2020-10-13,one,1,,1,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20201013-martinez-blm,argued and scuffled with protesters,,https://www.instagram.com/p/CF8OGDth4Em/,https://sanfrancisco.cbslocal.com/2020/10/13/2-cited-confrontation-protest-courthouse-hearing-alleged-martinez-blm-mural-vandals/,,,,,,,,,,,,,,,,,
Mineral Point,,,WI,US,2020-10-13,,,,,,,students,against switch to virtual schooling during coronavirus pandemic,0,protest,,,,,1,1,,,,https://www.nbc15.com/2020/10/14/mineral-point-schools-students-parents-coaches-protest-over-virtual-learning-switch/,,,,,,,,,,,,,,,,,,
Miramar,Miramar Regional Park,,FL,US,2020-10-13,about 60; about 100,60,,100,,,general protesters,for Joe Biden,1,drive-in rally,0,0,0,0,1,1,,,,https://heavy.com/news/joe-biden-florida-rally-crowd-photos-broward-county/,"Joe Biden Courts Senior, Black, Jamaican Vote In Pembroke Pines, Miramar – CBS Miami (cbslocal.com)",,https://www.wptv.com/news/election-2020/south-florida-democrats-defend-joe-bidens-visits-blast-president-donald-trump-for-holding-large-rally,,,,,,,,,,,,,,,
Montgomery,Montgomery Public Schools,,AL,US,2020-10-13,estimated 60; about 80,60,,80,,,teachers,against resuming in-person schooling during coronavirus pandemic,0,sickout; picket,0,0,0,0,1,1,,,,https://www.wsfa.com/2020/10/12/around-mps-teachers-protest-in-person-learning-classes-resume-tuesday/,https://www.wsfa.com/2020/10/13/some-montgomery-teachers-protest-in-person-teaching-decision/,https://www.montgomeryadvertiser.com/story/news/education/2020/10/13/teachers-staff-parents-protest-return-person-schooling-montgomery/5977197002/,MPS teachers protest on first day of in-person learning (montgomeryadvertiser.com),"Montgomery teachers, staff, parents protest in-person schooling return (montgomeryadvertiser.com)",https://www.wsfa.com/2020/10/12/around-mps-teachers-protest-in-person-learning-classes-resume-tuesday/,,,,,,,,,,,,,
Nashua,229 Main St; Nashua City Hall,,NH,US,2020-10-13,,,,,,,Nashua Parent Voice,for working toward reopening schools during coronavirus pandemic,0,march,0,0,0,0,1,1,,,,https://patch.com/new-hampshire/nashua/nashua-parent-voice-march-city-hall-tuesday,https://www.wmur.com/article/parents-in-nashua-new-hampshire-protest-in-push-to-get-more-students-learning-in-person/34369859#,,,,,,,,,,,,,,,,,
Nashville,,,TN,US,2020-10-13,,,,,,,Let Nashville Parents Choose,for giving all students an in-person schooling option during coronavirus pandemic,0,rally,,,,,0,1,,,,https://www.wsmv.com/news/metro-schools-parent-rally-set-for-tomorrow/article_927c0972-0c81-11eb-98ed-efeafd9a8b83.html,https://www.wsmv.com/news/two-groups-rally-outside-mnps-headquarters-asking-school-system-for-different-reopening-plans/article_50d6e94e-0dce-11eb-ac53-933a49ebf226.html,,,,,,,,,,,,,,,,,
Nashville,,,TN,US,2020-10-13,,,,,,,parents,for reopening schools during coronavirus pandemic,0,rally,,,,,0,1,,,,https://www.wkrn.com/news/parents-teachers-union-plan-rallies-prior-to-mnps-board-meeting/,,,,,,,,,,,,,,,,,,
Nashville,,,TN,US,2020-10-13,,,,,,,Metropolitan Nashville Education Association,for stronger safety precautions while reopening schools during coronavirus pandemic,0,rally,,,,,0,1,,,,https://www.wsmv.com/news/two-groups-rally-outside-mnps-headquarters-asking-school-system-for-different-reopening-plans/article_50d6e94e-0dce-11eb-ac53-933a49ebf226.html,https://www.wkrn.com/news/parents-teachers-union-plan-rallies-prior-to-mnps-board-meeting/,,,,,,,,,,,,,,,,,
New Hudson,"Lacks Enterprises, Inc.",,MI,US,2020-10-13,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,,Feat. Eric Trump,,https://www.detroitnews.com/story/news/local/oakland-county/2020/10/10/eric-trump-host-tuesday-rally-oakland-county-gun-shop/5952344002/,https://www.detroitnews.com/story/news/local/oakland-county/2020/10/10/eric-trump-host-tuesday-rally-oakland-county-gun-shop/5952344002/,,,,,,,,,,,,,,,,,
New York,"Barclays Center, Brooklyn",,NY,US,2020-10-13,,,,,,,general protesters,"against racism, against police violence, for justice for George Floyd",1,rally,,,,,1,1,,,,https://bronx.news12.com/rally-held-in-memory-of-george-floyd-s-th-birthday-outside-barclays-center,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-10-13,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police brutality",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CGSYDSJFIaM/,,,,,,,,,,,,,,,,,,
New York,Manhattan,,NY,US,2020-10-13,dozens,24,,24,,,general protesters,for President Trump,2,march,,,,,1,1,,"Group carried ""world's biggest Trump flag.""",,https://www.foxnews.com/us/trump-flag-new-york-city-supporters,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-10-13,,,,,,,general protesters,"against racism, against police brutality",1,vigil,,,,,0,1,,,,https://www.bkreader.com/2020/11/02/heres-what-happens-at-the-nightly-anti-racist-gathering-in-mccarren-park/,,,,,,,,,,,,,,,,,,
Northfield,Felton Farms,,MN,US,2020-10-13,count pic,200,,250,,,Republican Party of Minnesota,for President Trump,2,rally,0,0,0,0,1,1,,Feat. Eric Trump,,http://www.citypages.com/news/looks-like-masks-were-optional-at-the-eric-trump-rally-in-northfield/572745871,Minnesota GOP chair claims Attorney General Ellison 'threatened' family that hosted Trump event - Alpha News (alphanewsmn.com),,,,,,,,,,,,,,,,,
