CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
Saco,Thornton Academy,York,ME,US,2019-05-15,hundreds,200,,200,,,general protestors,education; against layoffs,0,protest,0,0,0,0,1,1,https://www.pressherald.com/2019/05/15/thornton-academy-students-plan-protest-of-staff-cuts/        ,,,,,,
San Diego,Waterfront Park,San Diego,CA,US,2019-05-15,,,,,,,general protestors,against development; utility        ,0,protest,0,0,0,0,1,1,https://www.10news.com/news/local-news/protesters-rally-against-5g-in-san-diego,,,,,,
Springfield,City Hall,Hampden,MA,US,2019-05-15,hundreds,200,,200,,,general protestors,against systemic underfunding; education,1,protest,0,0,0,0,1,1,https://www.wwlp.com/news/local-news/hampden-county/hundreds-of-educators-and-students-attend-fund-our-future-rally-in-springfield/2007185071,,,,,,
Waikiki,The Modern,Honolulu,HI,US,2019-05-15,,,,,,,Local 5,rally; against layoffs,0,rally,0,0,0,0,1,1,http://www.kitv.com/story/40480634/unite-here-local-5-to-rally-in-waikiki-amid-unexpected-layoffs-at-the-modern        ,,,,,,
Camden,Camden Waterfront,Camden,NJ,US,2019-05-16,,,,,,,general protestors,other;against outsourcing,1,protest,0,0,0,0,1,1,https://www.philly.com/business/camden-tax-credits-norcross-murphy-governor--20190516.html,,,,,,
Montpelier,State House,Washington,VT,US,2019-05-16,about 25,25,,25,,,general protestors,environment; against climate change,1,protest,2,0,0,0,1,1,https://apnews.com/7e34545899cd4f6aba3d83e4fe38c5f9,,,,,,
Nashville,Public Square Park,Davidson,TN,US,2019-05-16,close to 1000,1000,,1000,,,general protestors,education; for greater funding,0,protest,0,0,0,0,1,1,https://www.tennessean.com/story/news/2019/05/16/nashville-teachers-absent-again-part-mnps-sick-out/3691484002/,,,,,,
Richmond,Richmond Convention Center ,Richmond,VA,US,2019-05-16,nearly 100,100,,100,,,general protestors,other; against sales; drugs/ alcohol,0,protest,0,0,0,0,1,1,https://www.timestelegram.com/news/20190516/dolgeville-teens-rally-against-altria-group-in-virginia,,,,,,
Iowa City,University of Iowa Pentacrest,Johnson,IA,US,2019-05-17,some 70,70,,70,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,0,0,0,0,1,1,https://littlevillagemag.com/we-wont-go-back-reproductive-rights-advocates-rally-on-the-pentacrest/,,,,,,
New York,in front of Ted Weiss Federal Building; Manhattan,New York,NY,US,2019-05-17,around 15,15,,15,,,New York Boricua Resistance,for environment; against toxic waste in puerto rico,1,rally,,,,,1,1,http://www.fightbacknews.org/2019/5/24/new-yorkers-rally-solidarity-puerto-rican-march-against-bayer-monsanto-aes-corporations,,,,,,
Roseburg,Garden Valley blvd,Douglas,OR,US,2019-05-17,,,,,,,Veterans for Peace 181,against war; international; iran	,1,protest,0,0,0,0,1,1,http://www.nrtoday.com/briefs/veterans-for-peace-to-rally-against-possible-iran-war/article_90e9b001-280a-5b49-833d-0bf9f8318383.html,,,,,,
Anchorage,Town Square Park,Anchorage,AK,US,2019-05-18,hundreds,200,,200,,,Planned Parenthood Votes; Alaska ACLU,pro-choice; against state's proposed abortion ban,1,rally,0,0,0,0,1,1,https://www.ktuu.com/content/news/Pro-choice-rally-against-House-anti-abortion-bill-happening-in-Downtown-Anchorage-510122061.html,,,,,,
Baytown,outside apartments on Garth Road,Harris,TX,US,2019-05-18,about 10,10,,10,,,Black Panthers,civil rights; for greater accountability; for racial justice; police,1,protest,0,0,0,0,1,1,http://baytownsun.com/news/article_99a8a714-79cf-11e9-a33a-4721e196b60c.html,,,,,,
Chicago,Grand Crossing,Cook,IL,US,2019-05-18,hundreds,200,,200,,,New Life Covenant Church,against violence; guns,1,prayer,0,0,0,0,1,1,https://chicago.suntimes.com/news/2019/5/18/18630868/prayer-on-the-nine-common-john-hannah-new-life-covenant-church-art-in-motion-charter-school,,,,,,
Hamilton,Fairview and Pleasant Ave,Butler,OH,US,2019-05-18,,,,,,,general protestors,against violence; other,1,protest,0,0,0,0,1,1,https://www.journal-news.com/news/with-hamilton-rally-aunt-hopes-bring-light-unsolved-homicide/SzwXmwBJqM0agySpL3il4O/        ,,,,,,
Hartford,North Steps of the Capital,Hartford,CT,US,2019-05-18,about 125,125,,125,,,general protestors ,transportation; against fees,0,rally,0,0,0,0,1,1,https://www.ctpost.com/local/article/CT-anti-toll-rally-organizers-fear-movement-will-13765438.php,,,,,,
Kalama,Camp Kalama RV Park,Cowlitz,WA,US,2019-05-18,,,,,,,Power Past Fracked Gas coalition,against fossil fuels; environment	,1,protest,0,0,0,0,1,1,https://tdn.com/news/local/anti-methanol-rally-to-be-held-in-kalama-saturday/article_008a0074-2415-51f8-ad97-bb6d071e2fde.html,,,,,,
Louisville,Louisville Free Public Library,Jefferson,KY,US,2019-05-18,about 100,100,,100,,,general protestors,civil rights; pro-LGBTQ; counter protest,1,counter protest,0,0,0,0,1,1,https://www.courier-journal.com/story/news/local/2019/05/18/drag-queen-storytime-louisville-brings-families-protests/3709659002/,,,,,,
Louisville,Louisville Free Public Library,Jefferson,KY,US,2019-05-18,around 100,100,,100,,,American Family Association of Kentucky,civil rights; anti-LGBTQ	,2,"protest, vigil",0,0,0,0,0,1,https://www.courier-journal.com/story/news/local/2019/05/18/drag-queen-storytime-louisville-brings-families-protests/3709659002/,,,,,,
Mobile,Bienville Square,Mobile,AL,US,2019-05-18,FB: 192; approximately 180,180,,192,,,Mobile Bay Green Party; Alabama Coalition for Reproductive Rights,pro-choice; against abortion ban; stop abortion bans day of action,1,march,0,0,0,0,1,1,https://www.stopabortionbans.org,https://www.facebook.com/events/1040981022778389/,https://mynbc15.com/news/local/pro-choice-advocates-protest-alabamas-abortion-ban-bill-in-downtown-mobile,https://www.al.com/politics/2019/05/frustration-and-calls-for-change-dominate-at-abortion-ban-protest-rally.html,,,
Montgomery,State Capitol,Montgomery,AL,US,2019-05-18,Hundreds,200,,200,,,Planned Parenthood; ACLU,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://fox6now.com/2019/05/19/hundreds-protest-alabamas-abortion-ban-at-state-capitol-lawsuits-planned-to-block-it/,https://www.montgomeryadvertiser.com/story/news/2019/05/19/all-out-warfare-hundreds-take-streets-abortion-ban-protest/3736128002/,,,,,
Muncie,City Hall,Delaware,IN ,US,2019-05-18,,,,,,,NAACP,civil rights; pro-LGBTQ,1,protest,0,0,0,0,1,1,https://www.thestarpress.com/story/news/local/2019/05/11/area-roundup-boys-girls-clubs-offer-summer-enrichment-camp/1152919001/        ,,,,,,
Pottstown,Smith Family Plaza,Montgomery,PA,US,2019-05-18,,,,,,,general protestors,other; against bullying,0,protest,2,0,0,0,1,1,https://www.pottsmerc.com/news/anti-bullying-rally-re-scheduled-for-saturday/article_54403f5e-772f-11e9-a1e2-1f0cc13a02d2.html        ,,,,,,
Terre Haute,Vigo County Courthouse,Vigo,IN,US,2019-05-18,some 50,50,,50,,,NAACP,civil rights; pro-LGBTQ,1,protest,0,0,0,0,1,1,https://www.tribstar.com/news/local_news/woefully-inadequate-courthouse-rally-says-indiana-s-hate-crimes-law/article_171a0688-16b9-5782-86dd-8ab3e0ea4767.html,,,,,,
Vicksburg,Marcus Bottom,Warren,MS,US,2019-05-18,count video,7,,7,,,Sop the Volence Uity Goup,against violence; other,0,rally,0,0,0,0,1,1,https://www.wlbt.com/2019/05/22/vicksburg-citizens-join-together-march-against-crime-city/,,,,,,
White Mesa,White Mesa uranium mill,San Juan,UT,US,2019-05-18,about 50,50,,50,,,Ute Muntain Ute tribe; Gand Canyon trust; general protestors,environment; against hazardous conditions,1,march,0,0,0,0,1,1,https://the-journal.com/articles/139099,,,,,,
Atlanta,Spelman College,Fulton,GA,US,2019-05-19,,,,,,,Westboro Baptist Church,civil rights; anti-LGBTQ	,2,protest,0,0,0,0,1,1,https://www.11alive.com/article/news/westboro-baptist-church-to-protest-spelman-morehouse-and-clark-atlanta-graduation-ceremonies/85-1d5fdf1c-515d-4ffc-aa72-cd64716b16fc,,,,,,
Birmingham,Kelly Ingram Park; capitol,Jefferson,AL,US,2019-05-19,hundreds,200,,200,,,Beyond the Women's March,pro-choice; against abortion ban; stop abortion bans day of action,1,march,0,0,0,0,1,1,https://www.stopabortionbans.org,https://www.facebook.com/events/588772751632190/,https://www.dailymail.co.uk/news/article-7047513/Hundreds-protest-Alabamas-abortion-ban-state-capitol.html,https://www.timesfreepress.com/news/breakingnews/story/2019/may/16/protesters-march-against-alabama-abortion-ban/494768/,,,
Dayton ,Courthouse Square,Montgomery,OH,US,2019-05-19,nine,9,,9,,,Honorable Sacred Knights of Indiana,"for white supremacy, for patriotism",2,rally,0,0,0,0,1,1,https://thehill.com/blogs/blog-briefing-room/news/445560-kkk-group-heavily-outnumbered-by-counter-protesters-at-their,,,,,,
Dayton ,Courthouse Square,Montgomery,OH,US,2019-05-19,hundreds,200,,200,,,Dayton Young Black Professionals; Not Fucking Around Coalition,"against white supremacy, for Black empowerment, for Second Amendment rights",1,counter-protest,0,0,0,0,0,1,https://thehill.com/blogs/blog-briefing-room/news/445560-kkk-group-heavily-outnumbered-by-counter-protesters-at-their,https://www.thetrace.org/2021/10/nfac-black-militia-grandmaster-jay-prosecution/,,,,,
Florence,post office,Lauderdale,AL,US,2019-05-19,FB: 208,208,,208,,,Beyond the Women's March; Indivisible NW Alabama,pro-choice; against abortion ban; stop abortion bans day of action,1,march,0,0,0,0,1,1,https://www.facebook.com/events/346665056207471/,,,,,,
Goshen,Millrace Trail,Elkhart,IN,US,2019-05-19,two dozen,24,,24,,,Operation Treehouse,for homeless residents; other,0,rally,0,0,0,0,1,1,https://www.goshennews.com/news/local_news/advocates-for-the-homeless-plan-to-rally-against-removal-of/article_b40e5967-ce93-553d-ad56-3f4a8e3838a8.html        ,,,,,,
Hunstville,State Capitol,Madison,AL,US,2019-05-19,,,,,,,Beyond the Women's March,for abortion rights        ,1,protest,0,0,0,0,1,1,https://www.timesfreepress.com/news/breakingnews/story/2019/may/16/protesters-march-against-alabama-abortion-ban/494768/,https://www.stopabortionbans.org,https://whnt.com/2019/05/19/live-blog-my-body-my-choice-rally-in-huntsville/,,,,
Kansas City,Country Club Plaza,Jackson,MO,US,2019-05-19,1500 to 2000,1500,,2000,,,general protestors,for abortion rights        ,1,protest,0,0,0,0,1,1,https://www.kansascity.com/news/local/article230588949.html,,,,,,
Las Vegas,,Clark,NV,US,2019-05-19,dozens,24,,24,,,parents,education; for vouchers,0,rally,0,0,0,0,1,1,https://www.ktnv.com/news/families-in-las-vegas-rally-to-save-opportunity-scholarships-prevents-students-from-moving-schools,,,,,,
Mobile,Bienville Square,Mobile,AL,US,2019-05-19,FB: 118,118,,118,,,Beyond the Women's March,pro-choice; against abortion ban; stop abortion bans day of action,1,march,0,0,0,0,1,1,https://www.stopabortionbans.org,https://www.facebook.com/events/378725909410876/,,,,,
Montgomery,Alabama State House,Montgomery,AL,US,2019-05-19,,,,,,,general protestors,civil rights; for abortion rights	,1,march;protest,0,0,0,0,1,1,https://www.timesfreepress.com/news/breakingnews/story/2019/may/16/protesters-march-against-alabama-abortion-ban/494768/,https://www.stopabortionbans.org,,,,,
New York,Union Square subway station; Manhattan,New York,NY,US,2019-05-19,about two dozen,24,,24,,,students,for racial justice; for public transportation,1,protest,0,0,0,0,1,1,https://www.amny.com/transit/mta-metrocard-student-discount-1.31317315/,,,,,,
Poway,Corner of Pomerado and Twin Peaks Rds.,San Diego,CA,US,2019-05-19,,,,,,,"Poway ""Huddle Against Trump""",pro-choice; against abortion ban; stop abortion bans day of action,1,rally,0,0,0,0,1,1,https://www.stopabortionbans.org,,,,,,
Seattle,Rainier Valley,King,WA,US,2019-05-19,count video,25,,25,,,Save our Sons,against violence; guns,1,protest,0,0,0,0,1,1,https://komonews.com/news/local/save-our-sons-march-fights-gun-and-gang-violence-in-seattle,,,,,,
Teaneck,outside Congregation Beth Sholom,Bergen,NJ,US,2019-05-19,about a dozen,12,,12,,,Free Palestine; Neturei Karta Movement,international; for palestine; israel,1,counter protest,0,0,0,0,1,1,https://www.northjersey.com/story/news/bergen/teaneck/2019/05/19/israeli-ambulance-service-fundraiser/3709830002/,,,,,,
Boston,State Capitol,Suffolk,MA,US,2019-05-20,more than a dozen,12,,12,,,students,education; for free tuition,1,protest,0,0,0,0,1,1,https://www.wwlp.com/news/state-politics/students-continue-protest-at-state-house-for-lawmakers-to-increase-school-funding/,,,,,,
Burlington,Edmunds Middle School,Chittenden,VT,US,2019-05-20,about 200,200,,200,,,students,civil rights; for racial justice,1,walkout,0,0,0,0,1,1,https://vtdigger.org/2019/05/21/students-burlington-middle-school-walk-anti-racism-protest/,,,,,,
Cape Girardeau,Capaha Park,Cape Girardeau,MO,US,2019-05-20,,,,,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.semissourian.com/story/2610010.html,,,,,,
Cedar Rapids,Cedar Rapids Washington High School,Linn,IA,US,2019-05-20,hundreds,200,,200,,,students,other; against violence,1,other; against violence,0,0,0,0,1,1,https://www.desmoinesregister.com/story/news/crime-and-courts/2019/05/20/iowa-teens-mourn-end-gun-violence-cedar-rapids-smoke-shop-high-school-fatal-shooting-victims-killed/3743634002/,,,,,,
Charlotte,Kings Drive,Mecklenburg,NC,US,2019-05-20,more than three dozen,36,,36,,,Frederick Douglass Foundation,civil rights; against abortion rights,2,counter protest,0,0,0,0,1,1,https://www.charlotteobserver.com/news/politics-government/article230609674.html,,,,,,
Chattanooga,Miller Park,Hamilton,TN,US,2019-05-20,about 70,70,,70,,,United Auto Workers,rally; for unionization,1,rally,0,0,0,0,1,1,https://www.timesfreepress.com/news/breakingnews/story/2019/may/20/chattanooga-union-rally-miller-park/495017/,,,,,,
Chicago,Federal Plaza,Cook,IL,US,2019-05-20,hundreds,200,,200,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.chicagotribune.com/news/breaking/ct-met-womens-rights-rally-abortion-laws-protest-20190520-story.html,,,,,,
Denver,BP headquarters,Denver,CO,US,2019-05-20,,,,,,,Sierra Club,against fossil fuels; for wilderness preservation,1,march,0,0,0,0,1,1,https://www.ktoo.org/2019/05/21/from-texas-to-colorado-to-scotland-anwr-drilling-opponents-take-their-case-to-ceos/,,,,,,
Geneva,State Street Bridge,Kane,IL,US,2019-05-20,dozens,24,,24,,,Beyond the Women's March,pro-choice; against abortion ban; stop abortion bans day of action,1,protest,0,0,0,0,1,1,https://www.stopabortionbans.org,,,,,,
Huntington,,Suffolk,NY,US,2019-05-20,dozens,24,,24,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,protest,0,0,0,0,1,1,http://longisland.news12.com/story/40505497/li-rallies-protest-stringent-abortion-laws-in-alabama-missouri,,,,,,
Kissimmee,outside County Administrative Building,Osceola,FL,US,2019-05-20,count pic,24,,24,,,Alianza for Progress; Boricua Vote; Organize Florida,against fossil fuels; environment; against hazardous conditions,1,protest,0,0,0,0,1,1,http://www.aroundosceola.com/news/outcry-protests-rage-on-as-osceola-residents-rally-against-imported/article_7fc86346-7b66-11e9-a554-27bd53590959.html,,,,,,
Lexington,Fayette County Public Schools central office,Fayette,KY,US,2019-05-20,about 30,30,,30,,,Kentucky 120 United,education; against state executive; executive; against systemic underfunding,0,protest,0,0,0,0,1,1,https://www.kentucky.com/news/local/education/article230629289.html,,,,,,
Molalla,South Wall Street,Clackamas,OR,US,2019-05-20,count pic,7,,7,,,Clackamas County Behavioral Health Division,healthcare; for greater awareness; mental health,1,protest,0,0,0,0,1,1,https://pamplinmedia.com/mop/157-news/428956-336754-county-staffers-rally-for-hope,,,,,,
Montoursville,Williamsport Regional Airport,Lycoming,PA,US,2019-05-20,thousands,2000,,2000,,,Trump campaign,for President Trump,2,rally,0,0,0,0,1,1,https://www.nytimes.com/2019/05/20/us/politics/trump-rally-pennsylvania-fred-keller.html,https://www.c-span.org/video/?460746-1/president-trump-campaign-rally-montoursville-pennsylvania,https://www.sungazette.com/news/top-news/2019/05/president-trump-rallies-for-local-support-of-keller/,feat. President Trump,,,
Montoursville,,Lycoming,PA,US,2019-05-20,nearly 40,40,,40,,,general protestors,against president Trump,1,counter-protest,0,0,0,0,0,1,https://www.sungazette.com/news/top-news/2019/05/protesters-gather-outside-of-rally/,,,,,,
Mount Prospect,Corner of NW Hwy & Main,Cook,IL,US,2019-05-20,,,,,,,Stand on Every Corner Mount Prospect,pro-choice; against abortion ban; stop abortion bans day of action,1,protest,0,0,0,0,1,1,https://www.stopabortionbans.org,,,,,,
Narragansett,outside Town Hall,Washington,RI,US,2019-05-20,about 120,120,,120,,,general protestors,for library; against budget; local governance,0,protest,0,0,0,0,1,1,https://www.providencejournal.com/news/20190520/proposed-narragansett-library-cuts-draw-protesters,,,,,,
New York,Times Square; Manhattan,New York,NY,US,2019-05-20,hundreds,200,,200,,,general protestors,against rep. ilhan omar's views on israel-palestine,2,protest,0,0,0,0,1,1,https://www.jpost.com/American-Politics/Hundreds-of-Jews-gather-in-Times-Square-to-protest-Ilhan-Omar-590303,,,,,,
New York,Times Square; Manhattan,New York,NY,US,2019-05-20,,,,,,,general protestors,support rep. ilhan omar,1,counter-protest,0,0,0,0,0,1,https://www.jpost.com/American-Politics/Hundreds-of-Jews-gather-in-Times-Square-to-protest-Ilhan-Omar-590303,,,,,,
Port Jefferson,,Suffolk,NY,US,2019-05-20,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,protest,0,0,0,0,1,1,http://longisland.news12.com/story/40505497/li-rallies-protest-stringent-abortion-laws-in-alabama-missouri,,,,,,
Richmond,outside Chimborazo Elementary School,Richmond,VA,US,2019-05-20,,,,,,,"parents, students",against school decision to ban former teacher from visiting,0,protest,0,0,0,0,1,1,https://www.nbc12.com/2019/05/24/parents-rally-around-former-richmond-teacher-banned-visiting-schools/,,,,,,
