CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6
Crescent City,S. Curve,CA,US,2017-08-13,FB: 9 went,9,,9,,,The New Progressives of Del Norte,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/339700713138597,,,,,,
Decatur,Decatur Square,GA,US,2017-08-13,hundreds,200,,200,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,https://decaturish.com/2017/08/photos-hundreds-gather-in-decatur-for-peace-rally-following-violence-in-charlottesville/,https://www.ajc.com/news/local/petition-grows-remove-decatur-confederate-memorial/e6VLQXa8vszrw3J2skeVcK/,,,,,
Denver,City Park to capitol,CO,US,2017-08-13,hundreds,200,,500,,,The Resistance 5280 ,Protesting violence/racism in Charlottesville,1,march; protest,0,0,0,0,1,1,http://kdvr.com/2017/08/13/rally-against-racism-planned-in-denver-after-violence-in-charlottesville/,500 reported by onsite eyewitness,http://fox21news.com/2017/08/13/watch-live-denver-rally-in-response-to-violence-in-charlottesville/,,,,
Detroit,Campus Martius Park,MI,US,2017-08-13,FB: 144 went,144,,144,,,Michigan Peoples Defense Network,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,https://www.facebook.com/events/110307829650807,,,,,,
Durango,Santa Rita Park,CO,US,2017-08-13,,,,,,,Indivisible Durango,Protesting violence/racism in Charlottesville,1,vigil,,,,,1,1,https://www.facebook.com/Indivisible-Durango-127909224381637/,,,,,,
Eugene,Wayne Morse Free Speech Plaza,OR,US,2017-08-13,,,,,,,Indivisible Eugene,Protesting violence/racism in Charlottesville,1,vigil,,,,,1,1,http://kval.com/news/local/eugene-and-portland-protest-hate-crimes-following-virginia-attacks,,,,,,
Evansville,University of Evansville campus,IN,US,2017-08-13,hundreds,200,,200,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,http://www.courierpress.com/story/news/2017/08/13/hundreds-gather-love-rally-response-charlottesville-protests/104572296/,,,,,,
Fayettesville,215 Myrover St; Arsenal Park,NC,US,2017-08-13,FB: 68 went,68,,68,,,Cape Fear Indivisible,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,https://www.facebook.com/events/158058954771176/,,,,,,
Fort Collins,Oak Street Plaza,CO,US,2017-08-13,,,,,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,,,,,1,1,https://itsgoingdown.org/guide-to-solidarity-actions-charlottesville-around-world/,,,,,,
Gainesville,,FL,US,2017-08-13,,,,,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,http://www.gainesville.com/news/20170813/gainesville-vigil-today-in-wake-of-virginia-rally,,,,,,
Geneva,Bicentennial Park; Corner of Exchange and Lake Streets,NY,US,2017-08-13,,,,,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,,,,,1,1,https://itsgoingdown.org/guide-to-solidarity-actions-charlottesville-around-world/,,,,,,
Gig Harbor,intersection of Olympic and Point Fosdick drives,WA,US,2017-08-13,nearly 150,150,,150,,,Indivisible Gig Harbor,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,http://www.kitsapsun.com/story/news/local/communities/gig-harbor/2017/08/22/gig-harbor-vigil-responds-charlottesville/588427001/,,,,,,
Grand Rapids,Rosa Parks Circle,MI,US,2017-08-13,FB: 371 went,371,,371,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil; march,0,0,0,0,1,1,https://www.facebook.com/events/466392603728163/,,,,,,
Greensboro,the Governmental Plaza Downtown (110 Greene St),NC,US,2017-08-13,,,,,,,Indivisible Piedmont; Guilford County Democratic Party.,Protesting violence/racism in Charlottesville,1,vigil,,,,,1,1,http://www.wfmynews2.com/news/community/list-vigils-across-triad-nc-in-response-to-violence-in-charlottesville/464003576,,,,,,
Greenville,in front of Peace Center,SC,US,2017-08-13,more than 250,250,,250,,,Black Lives Matter,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,http://www.greenvilleonline.com/story/news/2017/08/13/greenville-residents-rally-we-not-tolerate-racism/563214001/,,,,,,
Greenwich,town hall,CT,US,2017-08-13,more than 100,100,,100,,,Indivisible Greenwich ,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,http://www.greenwichtime.com/local/article/100-gather-at-Greenwich-Town-Hall-to-remember-3-11816452.php,,,,,,
Harrisonburg,Court Square,VA,US,2017-08-13,FB: 409 went,409,,409,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,https://www.facebook.com/events/110638489624961,,,,,,
Homer,,AK ,US,2017-08-13,roughly 50,50,,50,,,general protestors,Protesting violence/racism in Charlottesville,1,rally,0,0,0,0,1,1,http://www.homertribune.com/article/1733homer_residents_take_stand_against_racism,,,,,,
Houston,city hall,TX,US,2017-08-13,FB: 603 went,603,,603,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,,,,,1,1,https://www.facebook.com/events/458201281231978,,,,,,
Indianapolis,stairs of Monument Circle,IN,US,2017-08-13,,,,,,,general protestors,Protesting violence/racism in Charlottesville,1,rally,0,0,0,0,1,1,http://wane.com/2017/08/14/indiana-rallies-stand-against-racism-after-virginia-violence/,,,,,,
Johnson City,Founders Park,TN,US,2017-08-13,dozens,24,,24,,,organizer Abbey Mann,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,http://www.johnsoncitypress.com/Nation/2017/08/13/Dozens-come-together-to-vigil-organized-in-the-wake-of-violent-Charlottesville-rallies.html?ci=featured&lp=5&ti=,,,,,,
Kalamazoo,Bronson Park,MI,US,2017-08-13,hundreds,200,,200,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/kalamazoo/index.ssf/2017/08/signs_from_kalamazoo_rally_den.html,,,,,,
Lancaster,Penn Square,PA,US,2017-08-13,FB: 439 went,439,,439,,,Lancaster Stands Up,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1883081065275487/,,,,,,
Langley ,on Whidbey,WA,US,2017-08-13,,,,,,,general protestors,fourth annual Queer Pride Parade,1,march,,,,,1,1,http://www.southwhidbeyrecord.com/news/langley-celebrates-queer-pride-with-march/,,,,,,
Lansing,State Capitol,MI,US,2017-08-13,FB: 437 went,437,,437,,,Solidarity and Defense,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/253797308463486/?active_tab=about,,,,,,
Lewisburg,Market Streer,ME,US,2017-08-13,more than 100,100,,100,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,http://wnep.com/2017/08/13/peace-rally-in-lewisburg-in-response-to-violence-in-virginia/,,,,,,
Lewisburg,,PA,US,2017-08-13,more than 100,100,,100,,,general protestors,Protesting violence/racism in Charlottesville,1,rally,0,0,0,0,1,1,http://www.dailyiowegian.com/cnhi_network/communities-large-small-rally-in-wake-of-charlottesville-violence/article_058b0f37-ec57-55f3-8908-3d321b58c0b3.html,,,,,,
Lewisburg,,WV,US,2017-08-13,nearly 100,100,,100,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,http://www.dailyiowegian.com/cnhi_network/communities-large-small-rally-in-wake-of-charlottesville-violence/article_058b0f37-ec57-55f3-8908-3d321b58c0b3.html,,,,,,
Louisville,Braden Memorial Center,KY,US,2017-08-13,FB: 472 went,472,,472,,,Black Lives Matter,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1870803523238597,http://www.courier-journal.com/story/news/local/2017/08/16/white-supremacist-warns-lexington-could-be-like-charlottesville/572298001/,,,,,
Madison,State Capitol,WI,US,2017-08-13,several hundred,300,,300,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,http://www.wkow.com/story/36126745/2017/08/14/hundreds-gather-for-candlelight-vigil-in-solidarity-of-the-victims-in-charlottesville,,,,,,
Meadville,,PA,US,2017-08-13,around 120,120,,120,,,general protestors,Protesting violence/racism in Charlottesville,1,march,0,0,0,0,1,1,http://www.dailyiowegian.com/cnhi_network/communities-large-small-rally-in-wake-of-charlottesville-violence/article_058b0f37-ec57-55f3-8908-3d321b58c0b3.html,,,,,,
Memphis,,TN,US,2017-08-13,hundreds,200,,200,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,http://hosted2.ap.org/TNCLE/280bfd03146e42c6887561e4e6fe1461/Article_2017-08-13-TN--Confederate%20Monument%20Protest-Tennessee/id-1b384c38344f464f99b5950457671d9c,,,,,,
Middletown,South Green,CT,US,2017-08-13,FB: 152 went,152,,152,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/333324190441084,,,,,,
Milford,Pike County Courthouse,PA,US,2017-08-13,,,,,,,general protestors,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,http://www.pikecountycourier.com/apps/pbcs.dll/article?AID=/20170814/NEWS01/170819983/0/news03/Vigil-implores-%27Stop-the-hate%27,,,,,,
Missoula,The XXXX's to Higgins St. Bridge,MT,US,2017-08-13,FB: 37 went,37,,37,,,Western MT DSA; Missoula IWW General Membership Branch,Protesting violence/racism in Charlottesville,1,vigil,,,,,1,1,https://www.facebook.com/events/110289276324195/,,,,,,
Mobile,Mardi Gras Park,AL,US,2017-08-13,about 100,100,,100,,,general protestors,vigil for those killed in Charlottesville,0,vigil,0,0,0,0,1,1,http://www.al.com/news/index.ssf/2017/08/vigil_for_equality_brings_crow.html,http://local15tv.com/news/local/vigil-held-for-racial-injustice-after-charlottesville-attack,http://wkrg.com/2017/08/13/mobile-holds-vigil-for-racial-justice-and-equality-in-response-to-va-violence/,,,,
Morgantown,WVU student union,WV,US,2017-08-13,FB: 191 went,191,,191,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/199806757222831,,,,,,
Nashville,outside Bridgestone Arena,TN,US,2017-08-13,,,,,,,Proclaiming Justice to the Nations,against Roger Waters' stance on Israel,0,protest,0,0,0,0,1,1,http://www.israelnationalnews.com/News/News.aspx/233765,,,,,,
New Haven,Intersection of Church St. and Chapel St,CT,US,2017-08-13,nearly 300; FB: 515 went,300,,515,,,New Haven AntiFacists,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/507384372944939,https://ctmirror.org/2017/08/14/it-may-not-be-ripe-for-a-large-white-supremacist-rally-but-theres-hate-in-ct/,,,,,
New York,Brooklyn; Grand Army Plaza ,NY,US,2017-08-13,hundreds,200,,200,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://mic.com/articles/183695/hundreds-rally-in-new-york-in-solidarity-with-charlottesville-anti-racism-protesters#.ImzVDgdkE,,,,,,
Newburyport,,MA,US,2017-08-13,,,,,,,general protestors,demonstration for peace; protesting violence/racism in Charlottesville,1,demonstration,0,0,0,0,1,1,http://www.dailyiowegian.com/cnhi_network/communities-large-small-rally-in-wake-of-charlottesville-violence/article_058b0f37-ec57-55f3-8908-3d321b58c0b3.html,,,,,,
Orlando,Lake Eola Park,FL,US,2017-08-13,FB: 138 went,138,,138,,,Orlando Workers League,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2001746680061464/,,,,,,
Phoenix,outside the Chinese Cultural Center at 44th and Van Buren Streets,AZ,US,2017-08-13,about 250,250,,250,,,general protestors,keep the Chinese Cultural Center intact; against re-development plans,0,protest,0,0,0,0,0,1,http://www.azcentral.com/story/news/local/phoenix/2017/08/13/protesters-fear-changes-chinese-cultural-center-phoenix/563601001/,,,,,,
Phoenix,Phillips Memorial Church,AZ,US,2017-08-13,FB: 208 went,208,,208,,,Black Lives Matter Phoenix; east Valley NAACP ,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/309091862897001/,http://www.abc15.com/news/region-phoenix-metro/central-phoenix/arizonans-hold-prayer-vigil-in-response-to-charlottesville-virginia-violence?autoplay=true,,,,,
Portland,Monument Square,ME,US,2017-08-13,hundreds; about 400,200,,400,,,general protestors,"against white supremacy, against neo-Nazism, against the Ku Klux Klan, against President Trump",1,rally,0,0,0,0,1,1,http://www.wcsh6.com/news/local/bangor-holds-rally-to-support-charlottesville-victims/464127619,http://www.wcsh6.com/news/local/portland-rally-rejects-charlottesville-white-nationalists/464086606,https://www.pressherald.com/2017/08/13/more-than-400-rally-in-portland-in-solidarity-with-charlottesville/,,,,
Raleigh,CCB Plaza,NC,US,2017-08-13,FB: 1100 went,1100,,1100,,,Indivisble NC,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/808740745966333/,,,,,,
Rhinebeck,downtown; Rt 9,NY,US,2017-08-13,na,150,,150,,,Hudson Valley Strong Indivisible,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://m.facebook.com/events/218686898660902?,,,eyewitness report,,,
Richmond,around the Slavery Reconciliation Statue,VA,US,2017-08-13,several hundred,300,,300,,,general protestors,Protesting violence/racism in Charlottesville,1,protest; vigil,1,1,0,0,1,1,https://www.washingtonpost.com/local/after-violence-in-charlottesville-vigils-for-peace-and-healing/2017/08/13/d94d9502-806e-11e7-b359-15a3617c767b_story.html?hpid=hp_hp-top-table-main_vigils-905pm%3Ahomepage%2Fstory&utm_term=.837d20ef9ae5,http://wvtf.org/post/journalist-attacked-late-night-richmond-protest,,,,,
Sacramento,City Hall to State Capitol,CA,US,2017-08-13,FB: 809 went,809,,809,,,Indivisible Sacremton,Protesting violence/racism in Charlottesville,1,protest; march,0,0,0,0,1,1,https://www.facebook.com/events/1688079034560016/,,,,,,
San Diego,,CA,US,2017-08-13,dozens,24,,24,,,IWW,Protesting violence/racism in Charlottesville,1,vigil,0,0,0,0,1,1,http://www.cbs8.com/story/36125257/local-vigil-held-for-charlottesville-protest-victims,,,,,,
San Francisco,Intersection of 24th St. and Mission St.,CA,US,2017-08-13,FB: 173 went,173,,173,,,RefuseFacism.org,Protesting violence/racism in Charlottesville,1,protest  ,0,0,0,0,1,1,https://www.facebook.com/events/111846892806265,,,,,,
San Jose,City Hall,CA,US,2017-08-13,,,,,,,Indivisble San Jose,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,http://www.mercurynews.com/2017/08/13/demonstrators-in-san-jose-protest-white-supremacist-violence-at-charlottesville/,,,,,,
Santa Barbara,Santa Barbara Museum of Art,CA,US,2017-08-13,,,,,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://itsgoingdown.org/guide-to-solidarity-actions-charlottesville-around-world/,,,,,,
Santa Cruz,Clock Tower,CA,US,2017-08-13,FB:117 went,117,,117,,,Santa Cruz Indivisble,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1737439366559740/,,,,,,
Saxapahaw,"The Haw River Ballroom, 1711 Saxapahaw-Bethlehem Church Rd",NC,US,2017-08-13,,,,,,,The Alamance NAACP,Protesting violence/racism in Charlottesville,1,vigil,,,,,1,1,http://www.wfmynews2.com/news/community/list-vigils-across-triad-nc-in-response-to-violence-in-charlottesville/464003576,,,,,,
Seattle,Denny Park; Westlake,WA,US,2017-08-13,"hundreds; 1,500 or so",200,,1500,,,Greater Seattle Industrial Workers of the World General Defense Committee Local 24,"against racism and hate, in solidarity with Charlottesville, Black Lives Matter",1,counter-protest,unspecified,0,0,0,1,1,http://www.king5.com/news/local/seattle/police-protesters-clash-in-dueling-rallies-in-seattle/464096829,http://www.pressdemocrat.com/news/7314639-181/bay-area-officials-brace-for?artslide=0,,,,,
Seattle,Downtown,WA,US,2017-08-13,hundreds,200,,200,,,Patriot Prayer; Proud Boys,for President Trump,2,rally,unspecified,0,0,0,1,1,http://www.king5.com/news/local/seattle/police-protesters-clash-in-dueling-rallies-in-seattle/464096829,http://www.pressdemocrat.com/news/7314639-181/bay-area-officials-brace-for?artslide=0,https://southseattleemerald.com/2017/08/14/after-charlottesville-right-wing-and-counter-protestors-converge-on-westlake/,,,,
Tacoma,Chinese Reconciliation Park,WA,US,2017-08-13,FB: 328 went,328,,328,,,Indivisble Tacoma,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/823836954444400/,,,,,,
Tampa,County Clerk's office,FL,US,2017-08-13,FB: 608 went,608,,608,,,Tampa DSA,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/126487941305304/,,,,,,
Terre Haute,,IN,US,2017-08-13,at least 150,150,,150,,,general protestors,Protesting violence/racism in Charlottesville,1,rally,0,0,0,0,1,1,http://www.dailyiowegian.com/cnhi_network/communities-large-small-rally-in-wake-of-charlottesville-violence/article_058b0f37-ec57-55f3-8908-3d321b58c0b3.html,,,,,,
Tucson,Hotel Congress,AZ,US,2017-08-13,FB: 1300 went,1300,,1300,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,https://m.facebook.com/events/110155136349102,,,,,,
Walton,Delaware County Fair entrance,NY,US,2017-08-13,about 2 dozen,24,,24,,,general protestors,urge fair board to ban sale of items featuring Confederate flag,0,protest,0,0,0,0,1,1,http://www.thedailystar.com/news/local_news/fair-chief-tells-flag-protesters-to-leave/article_5f744fde-7c63-51ac-88cb-6a55a5ad9e47.html,,,,,,
